personID,personBusinessTitle,personBusinessTitleDetail
40566,35318,8
40567,33336,8
40568,35899,8
40569,40571,8
40572,40574,8
40575,33691,8
40576,33336,8
40577,7,8
40579,40580,8
40581,33489,8
40582,33280,8
40583,33489,8
40584,33336,8
40585,33336,8
40586,33336,8
40587,33280,8
40588,33336,8
40589,33397,8
40590,40593,33421
40594,36016,8
40596,35375,8
40598,33691,8
40600,33489,8
40601,40602,33421
40603,33336,8
40604,34557,8
40606,33780,8
40607,33518,8
40609,33559,8
40610,40611,8
40612,33569,8
40613,39634,8
40614,39726,8
40615,33644,8
40616,33336,8
40617,33280,8
40618,33280,8
40619,40621,8
40622,33280,8
40623,33559,8
40624,33413,8
40625,33280,8
40626,40627,8
40628,33280,8
40629,33280,8
40630,40632,8
40633,40634,8
40635,34918,8
40637,33280,8
40638,33280,8
40639,40643,8
40644,33280,8
40645,33280,8
40646,33336,8
40647,33336,8
40648,40649,8
40650,36839,8
40651,40653,8
40654,37592,8
40655,33336,8
40656,36632,8
40657,33489,8
40658,40660,8
40661,33489,8
40662,34283,8
40663,33489,8
40664,33569,8
40665,33280,8
40666,40667,8
40668,33280,8
40669,34283,8
40670,33280,8
40671,40673,8
40674,33280,8
40675,33280,8
40676,33559,8
40677,34226,8
40678,40680,8
40681,40682,8
40683,33518,8
40685,40687,8
40688,37249,8
40689,33280,8
40690,33336,8
40691,36929,8
40693,33518,8
40694,37578,8
40696,33489,8
40697,33336,8
40698,33336,8
40699,33280,8
40700,37964,8
40701,33489,8
40703,33677,8
40704,33280,8
40705,33280,8
40706,33336,8
40707,40709,8
40710,33336,8
40711,33494,8
40712,34226,8
40713,40714,8
40715,33280,8
40716,34021,8
40717,33336,8
40718,33329,8
40719,40721,8
40722,33518,8
40725,33336,8
40726,36028,8
40727,34936,8
40729,33280,8
40730,36473,8
40731,40733,8
40734,33280,8
40735,33280,8
40736,33478,8
40738,40740,8
40741,33280,8
40742,33336,8
40743,33929,8
40744,33336,8
40745,40746,8
40747,33336,8
40748,34557,8
40749,33308,8
40751,33336,8
40752,33280,8
40753,33336,8
40754,40755,8
40756,34918,8
40757,33336,8
40758,33336,8
40759,33336,8
40760,40762,8
40763,34226,8
40764,34141,8
40765,33518,8
40768,33280,8
40769,40771,8
40772,33280,8
40773,33280,8
40774,33280,8
40775,33336,8
40776,33569,8
40777,34077,8
40779,7,8
40781,40783,8
40784,33494,8
40785,39634,8
40786,33518,8
40787,33336,8
40788,34748,8
40789,40791,8
40792,40793,8
40794,33280,8
40796,33336,8
40797,33494,8
40798,33280,8
40799,33280,8
40800,40801,8
40802,33336,8
40803,38570,8
40804,33280,8
40805,40808,8
40809,33336,8
40810,33270,8
40812,33280,8
40813,33336,8
40814,33649,8
40815,33336,8
40817,33336,8
40818,34246,8
40819,40820,8
40821,40823,8
40824,33489,8
40825,33336,8
40826,33336,8
40827,36877,8
40829,33336,8
40831,33691,8
40833,37491,8
40835,33336,8
40836,34226,8
40837,33308,8
40838,37832,8
40840,33280,8
40841,33280,8
40842,33569,8
40843,40845,8
40846,33280,8
40847,40848,8
40849,40845,8
40851,40852,8
40853,34970,8
40856,35562,8
40857,33559,8
40858,40860,8
40861,33336,8
40862,33333,8
40863,34668,8
40864,33569,8
40866,33280,8
40867,40869,8
40870,35523,8
40871,35165,8
40873,34743,8
40874,33862,8
40875,40877,34383
40878,33280,8
40879,33270,8
40880,40882,8
40883,36249,8
40885,33336,8
40886,40887,8
40888,33336,8
40889,34727,8
40890,33622,8
40892,34627,8
40893,35042,8
40894,33280,8
40895,33280,8
40896,40897,8
40898,33336,8
40899,40902,8
40903,34209,8
40904,34936,8
40905,39634,8
40906,33280,8
40907,33336,8
40908,33336,8
40909,33336,8
40910,33336,8
40911,33280,8
40912,40915,8
40916,40917,8
40918,33585,8
40919,34246,8
40920,34226,8
40921,35609,8
40922,40924,8
40925,40927,8
40928,39120,8
40929,33622,8
40931,33280,8
40932,34141,8
40933,33280,8
40934,35562,8
40935,33280,8
40936,33336,8
40937,33336,8
40938,33280,8
40939,33518,8
40940,40942,8
40943,40944,8
40945,33336,8
40946,33336,8
40947,33336,8
40948,40949,8
40950,40952,8
40953,33407,8
40954,33336,8
40955,34111,8
40957,35763,8
40959,33518,8
40960,35340,8
40962,40963,8
40964,33644,8
40965,40966,8
40967,33569,8
40968,33280,8
40969,40783,8
40970,36845,8
40971,34067,8
40972,33336,8
40973,40974,8
40975,33336,8
40976,36929,8
40978,40979,8
40980,33336,8
40981,33280,8
40982,38408,8
40983,33518,8
40985,33489,8
40986,40987,8
40988,40990,8
40991,35234,8
40992,33933,8
40993,33280,8
40994,33569,8
40995,33336,8
40996,40997,8
40998,40999,8
41000,33708,8
41001,33308,8
41002,33622,8
41004,33622,8
41006,33569,8
41007,34226,8
41008,33336,8
41009,35340,8
41010,33336,8
41011,33280,8
41012,41014,8
41015,34727,8
41016,41017,8
41018,41019,8
41020,41022,8
41023,33280,8
41024,33280,8
41025,41027,33777
41028,41029,8
41030,37620,8
41031,33336,8
41032,35488,8
41033,41034,8
41035,33518,8
41036,33336,8
41037,33518,8
41038,33489,8
41039,37491,8
41040,33336,8
41041,33280,8
41042,33280,8
41043,33569,8
41044,33735,8
41046,41047,8
41048,35690,8
41050,35042,8
41051,33280,8
41052,33280,8
41054,33336,8
41055,33280,8
41056,41057,33421
41058,36214,8
41060,33333,8
41061,34568,8
41063,33336,8
41064,41027,34005
41066,33518,8
41067,41069,8
41070,33585,8
41071,33280,8
41072,41073,33777
41074,33489,8
41075,33569,8
41076,35162,8
41078,33336,8
41079,33336,8
41080,33280,8
41081,33336,8
41082,33518,8
41083,41084,8
41085,33489,8
41086,33336,8
41087,33367,8
41088,41089,8
41090,33691,8
41091,41092,8
41093,33280,8
41094,33336,8
41095,33280,8
41096,33336,8
41097,41098,8
41099,33280,8
41100,33280,8
41101,33336,8
41102,33677,8
41103,36220,8
41104,33518,33344
41105,33280,8
41106,34246,8
41107,40303,33421
41108,41109,8
41110,41112,8
41113,33280,8
41114,41116,33421
41117,33691,8
41118,34246,8
41119,34659,8
41120,33280,8
41121,34310,8
41122,41124,8
41125,41127,8
41128,34004,34005
41129,34677,8
41130,33336,8
41131,33280,8
41132,34627,8
41133,41134,8
41135,41136,8
41137,33280,8
41138,33708,8
41140,36978,33421
41141,33336,8
41142,41143,8
41144,41145,8
41146,33616,8
41148,38764,8
41150,41153,8
41154,33336,8
41155,7,8
41157,38360,8
41158,33336,8
41159,33280,8
41160,36560,8
41161,33708,8
41162,33622,8
41164,34067,8
41165,33308,8
41166,36307,8
41167,33336,8
41168,35318,8
41169,33559,8
41170,33280,8
41171,41173,8
41174,33336,8
41175,35340,8
41176,33336,8
41177,34054,8
41178,38803,8
41179,33489,8
41180,33622,8
41182,33569,8
41183,33280,8
41184,35318,8
41185,39723,8
41186,33280,8
41187,35744,8
41188,33280,8
41189,33280,8
41190,33336,8
41191,36515,8
41192,33336,8
41193,39829,33421
41195,34178,8
41196,41198,8
41199,40025,8
41200,33489,8
41201,41202,8
41203,33933,8
41204,33336,8
41205,33333,8
41206,33336,8
41207,33280,8
41208,33280,8
41209,33280,8
41210,41211,8
41212,33518,8
41214,7,8
41215,33280,8
41216,33280,8
41217,33518,8
41219,37406,8
41220,34640,8
41221,33489,8
41222,33336,8
41223,33280,8
41224,33280,8
41225,39047,8
41226,33270,8
41227,33280,8
41228,35375,8
41230,33280,8
41231,33336,8
41232,35246,8
41233,33280,8
41234,33708,8
41236,33280,8
41237,33280,8
41238,35123,8
41239,34226,8
41240,41241,35217
41242,41244,8
41245,34557,8
41247,33336,8
41248,41250,8
41251,34445,33538
41253,36307,8
41254,33280,8
41255,41257,8
41258,40979,8
41259,33336,8
41260,33336,8
41261,33280,8
41262,33280,8
41263,34226,8
41264,41265,8
41266,34918,8
41267,33308,8
41268,33518,8
41269,33336,8
41270,36307,8
41271,41272,8
41273,7,8
41274,34226,8
41275,33644,8
41276,33267,8
41277,39952,8
41278,33518,8
41279,33336,8
41280,33280,8
41281,33280,8
41282,33280,8
41283,34054,8
41284,33280,8
41285,33585,8
41286,33280,8
41287,34209,8
41288,33397,8
41289,41292,8
41293,33336,8
41294,33336,8
41295,33280,8
41296,35236,8
41297,39217,8
41298,41299,8
41300,41302,8
41303,33280,8
41304,33280,8
41305,34799,8
41306,37249,8
41307,41308,8
41309,33708,8
41310,33336,8
41311,41313,8
41314,33336,8
41315,36757,8
41316,33336,8
41317,33280,8
41318,35630,8
41319,39009,8
41321,33280,8
41322,41323,8
41324,38332,8
41326,38723,8
41327,33336,8
41328,33336,8
41329,40783,8
41330,33336,8
41331,33336,8
41332,33569,8
41333,33280,8
41334,33616,8
41335,33569,8
41336,37840,34572
41337,33336,8
41338,40395,8
41339,41341,33421
41342,41344,8
41345,41346,8
41347,33280,8
41348,33489,8
41349,33336,8
41350,41351,33421
41352,39829,33421
41353,33336,8
41354,41356,8
41357,33280,8
41358,41359,8
41360,33336,8
41361,41362,8
41363,41365,8
41366,33336,8
41367,33270,8
41368,33489,8
41369,33559,8
41372,41373,8
41374,33336,8
41375,38550,8
41376,33280,8
41377,41378,8
41379,34021,8
41380,33780,8
41381,33280,8
41382,41383,8
41384,33280,8
41385,36268,8
41386,34004,34005
41387,38118,8
41389,41391,8
41392,33518,8
41394,33280,8
41395,33518,8
41396,33336,8
41397,38588,8
41398,33270,8
41400,35366,8
41402,33336,8
41403,33280,8
41404,37454,8
41405,37005,8
41406,33280,8
41407,33569,8
41408,33336,8
41409,33518,8
41411,33518,8
41412,33336,8
41413,35757,8
41414,38406,8
41415,33336,8
41416,33336,8
41417,33336,8
41418,33336,8
41419,33280,8
41420,33336,8
41421,36016,8
41422,33336,8
41423,35775,8
41425,33336,8
41426,41427,8
41428,41429,8
41430,33336,8
41431,33270,8
41432,34936,8
41433,33336,8
41434,33489,8
41435,33280,8
41436,33336,8
41437,33280,8
41438,33518,8
41440,41442,8
41443,33397,8
41445,34021,8
41446,33518,8
41448,41450,8
41451,33270,8
41452,33518,8
41453,33336,8
41454,33336,8
41455,33270,8
41457,33336,8
41458,33280,8
41459,33336,8
41460,33280,8
41461,33708,8
41463,35420,8
41464,33489,8
41465,41466,8
41467,33677,8
41468,33280,8
41469,33280,8
41470,38320,8
41471,41472,33288
41473,37350,8
41474,36249,8
41475,33280,8
41476,33518,8
41478,33280,8
41479,34557,8
41480,33518,8
41481,33569,8
41483,33280,8
41484,39507,8
41486,41487,8
41488,33518,8
41490,41491,8
41492,33376,8
41493,33336,8
41494,41495,8
41496,33336,8
41497,33280,8
41498,33336,8
41499,33336,8
41500,34918,8
41501,37350,8
41502,33336,8
41503,33336,8
41504,34330,8
41505,40395,8
41507,33708,8
41508,33336,8
41509,33336,8
41510,41512,8
41513,33336,8
41514,36431,8
41516,33270,8
41517,34557,8
41518,41519,36662
41520,33333,8
41521,33489,8
41522,33518,8
41524,35060,8
41525,41526,8
41527,33569,8
41528,33518,8
41530,36757,8
41531,41533,8
41534,33336,8
41535,33336,8
41536,33336,8
41537,33280,8
41538,33336,8
41539,33280,8
41540,41542,8
41543,33336,8
41544,36808,8
41545,41547,8
41548,41549,8
41550,33280,8
41551,33559,8
41552,41554,8
41555,41556,8
41557,36249,8
41558,41560,8
41561,34246,8
41563,33735,8
41564,33280,8
41565,34226,8
41566,41568,8
41569,33336,8
41570,33489,8
41571,33559,8
41572,35562,8
41573,33280,8
41574,39850,8
41575,33336,8
41576,41577,8
41578,33336,8
41579,33489,8
41580,34677,8
41581,33280,8
41582,41583,8
41584,33280,8
41585,33280,8
41586,41588,8
41589,33336,8
41590,41591,8
41592,33280,8
41593,33336,8
41594,33565,8
41596,33336,8
41597,33336,8
41598,33280,8
41599,33280,8
41600,41602,33421
41603,33694,8
41605,33280,8
41606,33518,8
41607,33336,8
41608,33336,8
41609,33585,8
41610,41612,8
41613,33280,8
41614,33518,8
41615,33336,8
41616,33518,8
41617,33280,8
41618,33336,8
41619,33691,8
41622,33280,8
41623,33280,8
41624,33336,8
41625,33691,8
41627,34627,8
41628,37064,8
41630,41631,8
41632,33336,8
41633,33280,8
41634,36877,41636
41637,7,8
41639,33336,8
41640,33336,8
41641,33489,8
41642,33518,8
41643,33280,8
41644,33336,8
41645,33489,8
41646,33280,8
41647,33280,8
41648,41649,8
41650,33280,8
41651,7,8
41653,41654,8
41655,41657,8
41658,33336,8
41659,33780,8
41660,33336,8
41661,35613,8
41663,41664,8
41665,41667,8
41668,33518,8
41669,41671,8
41672,33280,8
41673,33280,8
41674,33336,8
41675,41676,8
41677,33280,8
41678,39732,8
41679,38764,8
41680,33336,8
41681,33518,8
41682,33518,33344
41683,33280,8
41684,33454,8
41686,34936,8
41687,33280,8
41688,41689,8
41690,39143,34572
41691,33333,8
41692,41694,8
41695,33280,8
41696,33518,8
41697,33413,8
41698,33336,8
41699,41700,8
41701,33280,8
41702,33336,8
41703,33407,8
41704,33336,8
41705,33280,8
41706,34659,8
41707,41709,8
41710,33280,8
41711,34067,8
41712,33708,8
41713,33336,8
41714,33280,8
41715,33336,8
41717,33708,8
41719,33280,8
41720,33569,8
41721,41722,8
41723,41724,8
41725,33489,8
41726,41729,8
41730,33336,8
41731,33336,8
41732,33329,8
41733,41734,8
41735,33518,8
41737,33280,8
41738,36330,8
41739,33336,8
41740,33280,8
41741,41743,8
41744,33336,8
41745,33336,8
41746,33280,8
41747,33518,8
41748,35340,8
41749,37964,8
41750,33280,8
41751,41752,8
41753,33280,8
41754,33336,8
41755,35327,8
41756,33489,8
41757,33280,8
41758,33280,8
41759,41761,8
41762,33270,8
41764,33944,8
41765,33280,8
41766,41767,8
41768,33569,8
41769,33280,8
41770,33691,8
41771,41772,8
41773,33569,8
41774,36757,8
41775,40897,8
41776,33442,8
41778,41779,8
41780,7,8
41781,33413,8
41782,41783,8
41784,33518,8
41785,33518,8
41786,33397,8
41787,41789,8
41790,33280,8
41791,41792,8
41793,38335,8
41794,33280,8
41795,41796,8
41797,33336,8
41798,34021,8
41799,33280,8
41800,33559,8
41802,33336,8
41803,41804,8
41805,33280,8
41806,33336,8
41807,41808,8
41809,33494,8
41810,33494,8
41811,33336,8
41812,33280,8
41813,34598,8
41814,41815,8
41816,33585,8
41817,34598,8
41818,41819,8
41820,33336,8
41821,41822,8
41823,33569,8
41824,33280,8
41825,36845,8
41826,35042,8
41827,41828,8
41829,41831,8
41832,33280,8
41833,33280,8
41834,34598,8
41836,41837,8
41838,41841,8
41842,41843,8
41844,33489,8
41845,33489,8
41846,33708,8
41848,41849,8
41850,34021,8
41851,33280,8
41852,33336,8
41853,41855,8
41856,40035,8
41857,33336,8
41858,35556,8
41859,33336,8
41860,33336,8
41861,33336,8
41862,33454,8
41863,33708,8
41865,33336,8
41866,33333,8
41867,36400,8
41868,33430,8
41871,33407,8
41872,33336,8
41873,33336,8
41874,41875,8
41876,33336,8
41877,37321,8
41878,33967,8
41879,41881,8
41882,33280,8
41883,33336,8
41884,33336,8
41885,33336,8
41886,33559,8
41887,41888,8
41889,36560,8
41890,33336,8
41891,33336,8
41892,34067,8
41893,33518,8
41895,33407,8
41896,33280,8
41897,41898,8
41899,33336,8
41900,33280,8
41901,33559,8
41902,33280,8
41903,33336,8
41904,33947,8
41905,33280,8
41906,33336,8
41907,33280,8
41908,33397,8
41909,33569,8
41910,33708,8
41911,36839,8
41912,41913,8
41914,33336,8
41915,33569,8
41917,33569,8
41919,33518,8
41921,33609,8
41922,34659,8
41923,34226,8
41924,33336,8
41925,34918,8
41926,33494,8
41927,33280,8
41928,33494,8
41929,33336,8
41930,41931,8
41932,33494,8
41933,41934,8
41935,33333,8
41937,41938,8
41939,41940,8
41941,41942,8
41943,33336,8
41944,33336,8
41945,34759,8
41946,33691,8
41947,34748,8
41948,33336,8
41949,41951,8
41952,33336,8
41953,33280,8
41954,41955,8
41956,41957,8
41958,33280,8
41959,33270,8
41962,33280,8
41963,33280,8
41964,40559,8
41965,33780,8
41966,33518,8
41968,41970,8
41971,41973,34005
41974,33280,8
41975,33336,8
41976,35375,8
41977,33518,8
41978,37964,8
41979,33336,8
41980,33518,8
41981,41982,8
41983,33280,8
41984,35308,8
41985,41987,8
41988,33280,8
41989,41990,8
41991,38555,8
41992,36929,8
41994,33280,8
41995,33672,8
41996,33518,8
41998,33280,8
42000,33336,8
42001,33354,8
42002,42003,8
42004,36281,8
42005,33518,8
42006,33280,8
42007,33336,8
42008,33333,8
42009,42010,8
42011,33336,8
42012,34986,8
42013,33336,8
42014,38179,8
42015,42017,8
42018,33336,8
42019,42020,8
42021,33336,8
42022,42023,8
42024,33489,8
42025,33336,8
42026,33336,8
42027,33569,8
42028,34067,8
42029,33280,8
42030,33559,8
42031,33280,8
42032,36377,8
42033,34226,8
42034,33780,8
42035,36377,8
42036,42037,8
42038,37757,8
42039,33367,8
42040,34748,8
42041,33280,8
42042,33280,8
42043,33336,8
42044,40801,8
42045,33494,8
42046,33280,8
42047,33280,8
42048,42050,33751
42051,42053,8
42054,33413,8
42055,33518,8
42057,33559,8
42058,33336,8
42059,33518,8
42061,33280,8
42062,33609,8
42063,33280,8
42064,33280,8
42065,36515,8
42066,34067,8
42067,33609,8
42068,33489,8
42069,35886,8
42071,42072,8
42073,33489,8
42074,38819,8
42075,33622,8
42076,38148,8
42077,34004,34005
42078,33336,8
42079,37592,8
42080,33708,8
42081,35239,8
42083,42084,8
42085,39773,8
42086,37592,8
42087,33333,8
42088,42090,8
42091,42093,8
42094,33280,8
42095,39732,8
42096,33336,8
42098,33336,8
42099,33336,8
42100,33518,8
42103,36220,8
42104,34390,8
42105,33336,8
42106,33489,8
42107,42108,8
42109,34650,8
42111,33280,8
42112,33336,8
42113,42114,8
42115,33280,8
42116,34253,8
42117,33280,8
42118,33280,8
42119,33280,8
42120,34936,8
42122,33518,8
42123,34021,8
42124,34234,8
42125,33644,8
42126,42127,33421
42128,33280,8
42129,34067,8
42130,36877,8
42132,37560,8
42133,35162,8
42134,33280,8
42135,33280,8
42136,33274,8
42137,33336,8
42138,42139,8
42140,33518,8
42141,42142,8
42143,34390,8
42145,35280,8
42146,34970,8
42147,33336,8
42148,42149,42150
42151,33336,8
42152,34226,8
42153,39896,8
42154,33559,8
42155,33336,8
42156,35975,8
42157,33336,8
42158,33333,8
42159,33569,8
42160,42161,8
42162,42164,8
42165,33336,8
42166,33280,8
42167,33644,8
42168,33694,8
42170,34727,8
42171,34226,8
42173,42175,8
42176,33518,8
42178,33489,8
42179,42180,8
42181,33336,8
42182,33280,8
42183,38440,8
42186,33280,8
42187,33280,8
42188,33569,8
42189,33280,8
42190,33280,8
42191,36515,8
42192,34141,8
42193,33280,8
42194,33280,8
42195,36473,8
42196,33559,8
42197,42198,8
42199,42200,8
42201,33559,8
42202,33489,8
42203,33336,8
42204,42205,8
42206,39732,8
42207,42208,8
42209,33569,8
42211,33336,8
42212,33280,8
42214,33280,8
42215,33280,8
42216,42218,35217
42219,42220,8
42221,33308,8
42222,33336,8
42223,33407,8
42224,33644,8
42225,33280,8
42226,40924,8
42228,33280,8
42229,33280,8
42230,34283,8
42231,33280,8
42232,41804,8
42233,33336,8
42234,42235,8
42236,33478,8
42238,42239,8
42240,33270,8
42242,33336,8
42243,33280,8
42244,42246,8
42247,39453,8
42249,7,8
42250,33336,8
42251,33691,8
42253,36886,8
42255,34598,8
42257,33280,8
42258,33559,8
42260,36431,8
42262,33482,8
42263,33823,8
42264,33336,8
42265,33489,8
42266,36940,8
42269,33308,8
42270,40198,8
42271,36300,8
42272,33336,8
42273,33280,8
42274,39850,33344
42275,33280,8
42276,33336,8
42277,33489,8
42278,33280,8
42279,33569,8
42281,42283,8
42284,42286,8
42287,33280,8
42288,33280,8
42289,36377,8
42290,37757,8
42291,33280,8
42292,33336,8
42293,34403,8
42294,33280,8
42295,41955,8
42296,33336,8
42297,39437,8
42298,33280,8
42299,33585,8
42300,33489,8
42301,35042,8
42302,33280,8
42303,33280,8
42304,33336,8
42305,33280,8
42306,33280,8
42307,33280,8
42308,33518,8
42309,33280,8
42310,33336,8
42311,33270,8
42312,42313,8
42314,33308,8
42315,42316,8
42317,33280,8
42318,33280,8
42319,33569,8
42320,33280,8
42321,42322,8
42323,35730,8
42324,33677,8
42325,33280,8
42326,33336,8
42327,33336,8
42328,42330,35227
42331,42332,8
42333,33280,8
42334,42335,8
42336,36028,8
42337,33280,8
42338,33494,8
42339,33569,8
42340,33336,8
42341,33518,8
42342,33280,8
42343,36757,8
42344,42346,8
42347,34627,8
42348,33967,8
42349,33933,8
42350,33336,8
42351,36296,8
42353,34080,8
42354,33518,8
42355,33280,8
42356,33280,8
42357,33518,8
42359,33336,8
42360,33336,8
42361,33489,8
42362,33280,8
42363,42364,8
42365,34748,8
42366,33482,8
42367,33518,8
42369,33518,8
42370,33336,8
42371,34226,8
42372,33308,8
42373,37080,8
42375,40025,8
42376,33336,8
42377,42379,8
42380,33270,8
42382,42384,8
42385,35940,8
42386,33336,8
42387,33280,8
42388,33708,8
42389,42391,8
42392,33336,8
42393,36960,36228
42395,42396,33421
42397,33862,8
42398,33518,8
42399,35042,8
42400,33644,8
42401,33482,8
42402,33280,8
42403,33333,8
42404,34209,8
42405,33333,8
42406,38144,8
42407,33569,8
42409,35042,8
42410,42413,8
42414,33336,8
42415,35120,8
42416,42418,8
42419,33518,8
42421,33397,8
42422,42423,8
42424,33489,8
42425,33280,8
42426,33518,8
42428,33691,8
42430,33691,8
42431,33280,8
42432,33280,8
42433,33280,8
42434,33569,8
42436,42438,8
42439,33442,8
42440,40339,8
42441,33336,8
42442,33336,8
42443,33280,8
42444,42445,8
42446,33336,8
42447,33464,8
42448,42449,8
42450,33280,8
42451,36883,8
42452,33708,8
42453,33336,8
42454,42455,8
42456,33280,8
42457,33280,8
42458,33336,8
42459,33823,8
42460,35162,34005
42461,37560,8
42462,33336,8
42463,33518,37369
42465,33336,8
42466,33280,8
42467,42469,8
42470,42472,8
42473,34253,8
42475,42476,8
42477,33336,8
42478,33489,8
42479,42480,8
42481,42482,8
42483,33336,8
42484,33280,8
42485,35940,8
42486,33270,8
42487,33336,8
42488,33280,8
42489,42491,8
42492,33280,8
42493,33518,8
42495,33765,8
42497,36377,8
42498,34677,8
42499,33336,8
42500,33413,8
42501,33609,8
42502,33494,8
42503,34246,8
42504,33336,8
42505,37164,8
42507,33280,8
42508,33518,33421
42509,42511,8
42512,38406,8
42513,34903,8
42514,42515,8
42516,42518,8
42519,38924,8
42520,33280,8
42521,42523,8
42524,33280,8
42525,33280,8
42526,33691,8
42527,33376,8
42528,33336,8
42529,33336,8
42530,33336,8
42531,33565,8
42533,33280,8
42534,33336,8
42535,42536,8
42537,33336,8
42538,36560,8
42539,33280,8
42540,33708,8
42541,33280,8
42542,34496,8
42543,35340,8
42544,42546,8
42547,40580,8
42548,35165,8
42550,42551,8
42552,35402,33421
42554,39634,8
42555,42557,8
42558,33336,8
42559,33478,8
42560,33569,8
42561,42562,8
42563,42564,8
42565,33333,8
42566,33691,33777
42567,42568,8
42569,34209,8
42570,33708,8
42571,33280,8
42572,33397,8
42574,34067,8
42575,42576,8
42577,35639,8
42578,42511,8
42579,36521,8
42583,38137,8
42585,33280,8
42586,33280,8
42587,33280,8
42588,33336,8
42589,33280,8
42590,33780,8
42591,33336,8
42592,39773,8
42593,34246,8
42594,42595,35217
42596,33489,8
42597,33280,8
42598,33518,8
42599,40198,8
42600,33280,8
42601,33336,8
42602,33280,8
42603,42604,8
42605,33454,8
42607,33336,8
42608,38555,8
42609,33518,8
42610,33280,8
42611,40144,8
42613,33280,8
42614,33336,8
42615,39345,8
42616,34209,8
42617,33454,8
42618,33336,8
42619,42621,8
42622,33280,8
42623,42624,8
42625,33280,8
42626,33280,8
42627,33280,8
42628,38898,8
42629,33336,8
42630,36757,8
42631,33518,8
42634,40562,8
42635,33280,8
42636,39038,8
42637,41957,8
42638,36883,8
42639,42640,33421
42641,42642,8
42643,33708,8
42644,33280,8
42645,34936,8
42646,33489,8
42647,33280,8
42648,42650,8
42651,33569,8
42653,37832,8
42654,42656,8
42657,33518,8
42658,33569,8
42660,42662,8
42663,7,8
42665,33569,8
42667,33336,8
42668,33336,8
42669,42670,8
42671,35042,8
42672,33280,8
42674,33489,8
42675,33336,8
42676,33333,8
42678,42679,8
42680,33609,8
42681,33280,8
42682,7,8
42683,42685,37028
42686,34656,8
42689,34560,8
42690,33829,8
42692,33336,8
42693,33336,8
42694,33569,8
42695,42697,8
42698,42518,8
42700,34226,8
42701,33518,8
42702,34659,8
42703,42705,8
42706,33280,8
42707,33333,8
42708,39773,8
42709,33494,8
42710,33280,8
42711,33336,8
42712,36883,8
42713,33280,8
42714,42715,8
42716,34226,8
42717,34226,8
42718,33280,8
42719,33862,8
42722,33397,8
42723,35523,8
42725,34557,8
42726,33336,8
42727,34936,8
42728,42729,33421
42730,33489,8
42731,33336,8
42732,33308,8
42733,36521,8
42735,33336,8
42736,33336,8
42737,34067,8
42738,36834,8
42739,33336,8
42740,33280,8
42741,33518,8
42743,33336,8
42744,33280,8
42745,33336,8
42746,33280,8
42747,33336,8
42748,36757,8
42749,42750,8
42751,37620,8
42752,33336,8
42754,33280,8
42755,33280,8
42756,33397,8
42757,33280,8
42758,42759,8
42760,33336,8
42761,42762,8
42763,42764,8
42765,33280,8
42766,33336,8
42767,33478,8
42769,33280,8
42770,42771,8
42772,40175,8
42773,33336,8
42774,33518,8
42776,34209,8
42777,33270,8
42778,42779,8
42780,33622,8
42781,33280,8
42782,33336,8
42783,42785,8
42786,42787,8
42788,33336,8
42789,33270,8
42790,42791,8
42792,33336,8
42793,33280,8
42794,33280,8
42795,35375,8
42796,34226,8
42797,33280,8
42798,33336,8
42799,42801,8
42802,33594,35217
42803,42805,8
42806,33489,8
42807,33489,8
42808,33708,8
42809,33280,8
42810,34627,8
42811,36028,8
42813,34918,8
42815,38555,8
42816,35613,8
42817,42818,8
42819,33280,8
42820,33336,8
42821,33336,8
42822,33691,8
42823,33644,8
42824,33489,8
42825,33489,8
42826,33280,8
42827,33280,8
42828,33280,8
42829,33518,8
42830,33280,8
42831,35327,8
42832,33518,8
42833,33609,8
42834,33336,8
42835,34054,8
42836,33336,8
42838,33280,8
42839,33336,8
42840,33336,8
42841,42842,8
42843,36940,8
42845,34743,8
42847,42848,8
42849,33609,8
42850,34283,8
42851,33280,8
42852,41957,8
42853,33280,8
42854,33336,8
42855,33336,8
42856,34653,8
42857,42858,8
42859,33280,8
42860,33267,8
42861,33518,8
42862,39102,8
42863,42865,8
42866,34496,8
42867,33336,8
42868,33336,8
42869,33780,8
42870,33280,8
42871,33336,8
42872,33336,8
42873,39516,8
42874,34677,8
42875,34141,8
42876,33280,8
42877,40887,8
42878,33280,8
42879,34936,8
42881,33336,8
42882,42884,8
42885,34234,8
42886,33280,8
42887,33336,8
42888,42889,8
42890,42891,8
42892,38933,8
42893,33489,8
42894,33280,8
42895,33947,8
42896,42897,8
42898,33622,33421
42900,33336,8
42901,34883,8
42902,42903,8
42904,34141,8
42905,33280,8
42906,33622,8
42907,33677,8
42908,36515,8
42909,42910,8
42911,33280,8
42912,33708,8
42913,33280,8
42914,42915,8
42916,42917,8
42918,33489,8
42919,34936,8
42920,33569,8
42921,33280,8
42922,42923,8
42924,34067,8
42925,33333,8
42926,42928,8
42929,33518,8
42930,33280,8
42931,33280,8
42932,33280,8
42933,33280,8
42934,41819,8
42935,33280,8
42936,39444,8
42937,34067,8
42938,33489,8
42939,33280,8
42940,33430,33421
42942,34141,8
42943,42108,8
42944,33336,8
42945,33518,8
42946,33280,8
42947,33280,8
42948,34505,8
42949,33691,8
42950,38011,8
42951,33333,8
42952,33336,8
42953,33862,8
42955,33280,8
42956,33708,8
42958,33677,8
