personID,personDeptID
41225,34644
41226,33386
41227,33279
41228,34706
41230,33307
41231,33438
41232,33467
41233,33307
41234,36964
41236,33307
41237,33307
41238,33366
41239,33545
41240,35215
41242,34491
41245,39452
41247,33307
41248,33769
41251,33536
41253,33318
41254,33279
41255,35228
41258,33545
41259,33279
41260,33279
41261,33307
41262,33279
41263,33545
41264,33545
41266,34517
41267,33307
41268,34280
41269,33307
41270,33318
41271,33593
41273,35285
41274,33545
41275,33545
41276,33266
41277,33545
41278,34535
41279,33307
41280,33279
41281,33279
41282,33307
41283,33366
41284,33438
41285,33568
41286,33279
41287,34208
41288,33318
41289,41291
41293,33273
41294,33307
41295,33307
41296,33438
41297,33545
41298,36505
41300,35926
41303,33438
41304,33438
41305,34891
41306,33366
41307,33517
41309,33549
41310,33279
41311,35516
41314,33279
41315,33366
41316,33279
41317,33279
41318,33375
41319,33279
41321,33307
41322,33294
41324,36928
41326,33467
41327,33307
41328,33307
41329,34200
41330,33273
41331,33438
41332,33568
41333,33307
41334,37199
41335,33568
41336,34573
41337,33279
41338,38720
41339,40592
41342,33438
41345,34644
41347,33438
41348,33279
41349,33279
41350,37155
41352,40592
41353,33307
41354,35612
41357,33307
41358,33828
41360,33279
41361,33386
41363,37193
41366,33307
41367,33615
41368,33438
41369,41371
41372,34483
41374,33438
41375,33318
41376,33279
41377,39065
41379,34644
41380,33545
41381,33279
41382,41371
41384,33307
41385,33517
41386,33966
41387,33477
41389,39452
41392,35571
41394,33307
41395,33615
41396,33307
41397,33318
41398,34491
41400,37961
41402,33541
41403,33273
41404,33545
41405,33993
41406,33307
41407,33568
41408,33307
41409,39065
41411,34706
41412,33438
41413,33366
41414,33545
41415,33307
41416,33307
41417,33438
41418,33307
41419,33307
41420,33279
41421,35463
41422,33307
41423,34381
41425,33307
41426,33375
41428,33375
41430,33438
41431,34208
41432,33870
41433,33307
41434,33438
41435,33279
41436,33307
41437,33273
41438,35926
41440,33866
41443,33302
41445,33375
41446,34251
41448,35551
41451,33545
41452,33812
41453,33307
41454,33279
41455,33615
41457,33273
41458,33307
41459,33279
41460,33279
41461,37386
41463,33467
41464,33279
41465,36213
41467,33787
41468,33279
41469,33307
41470,33386
41471,33286
41473,33366
41474,33477
41475,33273
41476,33902
41478,33307
41479,33448
41480,34556
41481,33568
41483,33279
41484,33902
41486,33396
41488,34483
41490,33307
41492,33318
41493,33279
41494,35822
41496,33307
41497,33279
41498,33273
41499,33307
41500,33294
41501,33366
41502,33279
41503,33307
41504,33266
41505,34491
41507,34208
41508,33307
41509,33273
41510,33775
41513,33307
41514,33568
41516,34597
41517,34353
41518,34088
41520,33318
41521,33279
41522,39452
41524,33307
41525,34025
41527,33568
41528,34567
41530,33366
41531,34433
41534,33438
41535,33279
41536,33307
41537,33279
41538,33307
41539,33279
41540,41541
41543,33438
41544,33307
41545,34597
41548,34319
41550,33307
41551,33266
41552,34535
41555,34567
41557,33517
41558,36928
41561,33438
41563,33453
41564,33438
41565,33545
41566,34433
41569,33279
41570,33438
41571,34517
41572,33840
41573,33273
41574,35916
41575,33438
41576,33307
41578,33279
41579,33438
41580,33545
41581,33273
41582,34208
41584,33438
41585,33307
41586,34979
41589,33279
41590,35551
41592,33273
41593,33273
41594,33266
41596,33273
41597,33307
41598,33541
41599,33279
41600,34543
41603,33438
41605,33279
41606,33828
41607,33307
41608,33273
41609,33568
41610,35768
41613,33279
41614,34483
41615,33279
41616,33615
41617,33307
41618,33307
41619,33775
41622,33279
41623,33279
41624,33307
41625,33360
41627,33545
41628,33366
41630,34063
41632,33279
41633,33307
41634,34752
41637,33485
41639,33279
41640,33307
41641,33307
41642,34752
41643,33438
41644,33438
41645,33307
41646,33307
41647,33307
41648,34047
41650,33307
41651,33467
41653,33769
41655,34491
41658,33307
41659,33545
41660,33438
41661,33366
41663,33467
41665,37043
41668,34134
41669,33769
41672,33279
41673,33307
41674,33279
41675,33545
41677,33279
41678,34535
41679,33266
41680,33307
41681,35374
41682,33598
41683,33438
41684,33485
41686,35027
41687,33279
41688,34251
41690,34573
41691,33318
41692,33621
41695,33273
41696,34752
41697,33406
41698,33307
41699,35027
41701,33307
41702,33307
41703,33406
41704,33279
41705,33307
41706,33366
41707,33318
41710,33307
41711,33273
41712,34826
41713,33307
41714,33279
41715,33307
41717,33568
41719,33307
41720,33568
41721,33568
41723,34597
41725,33279
41726,41728
41730,33279
41731,33307
41732,33307
41733,33749
41735,33828
41737,33279
41738,34251
41739,33438
41740,33279
41741,36088
41744,33279
41745,33273
41746,33307
41747,34891
41748,33375
41749,33545
41750,33307
41751,33279
41753,33307
41754,33438
41755,33438
41756,33273
41757,33307
41758,33438
41759,33485
41762,34857
41764,33294
41765,33279
41766,33438
41768,33568
41769,33273
41770,33621
41771,34041
41773,33568
41774,33366
41775,33545
41776,33438
41778,34644
41780,34917
41781,33406
41782,33769
41784,34752
41785,36490
41786,33396
41787,34251
41790,33307
41791,35629
41793,36385
41794,33273
41795,33266
41797,33307
41798,33375
41799,33307
41800,5
41802,33279
41803,33279
41805,33279
41806,33279
41807,33769
41809,33266
41810,33266
41811,33438
41812,33307
41813,34597
41814,38783
41816,33568
41817,34597
41818,33545
41820,33279
41821,34491
41823,33568
41824,33273
41825,33438
41826,33366
41827,33545
41829,35963
41832,33307
41833,33307
41834,35822
41836,33438
41838,41840
41842,34063
41844,33541
41845,33438
41846,35301
41848,35427
41850,34985
41851,33279
41852,33307
41853,35159
41856,33302
41857,33273
41858,33928
41859,33279
41860,33438
41861,33438
41862,33453
41863,33318
41865,33279
41866,33545
41867,33438
41868,41870
41871,33406
41872,33307
41873,33273
41874,33615
41876,33279
41877,33375
41878,33966
41879,33438
41882,33273
41883,33307
41884,33273
41885,33307
41886,33300
41887,34063
41889,36615
41890,33279
41891,33273
41892,33279
41893,37490
41895,33406
41896,33273
41897,33366
41899,33279
41900,33307
41901,33590
41902,33307
41903,33438
41904,35374
41905,33307
41906,33273
41907,33279
41908,33318
41909,33568
41910,33477
41911,33568
41912,33318
41914,33279
41915,33568
41917,33568
41919,33812
41921,33266
41922,33366
41923,35159
41924,33273
41925,33266
41926,33266
41927,33273
41928,33266
41929,33438
41930,33279
41932,33266
41933,34319
41935,33467
41937,33438
41939,33749
41941,40011
41943,33279
41944,33307
41945,33366
41946,33690
41947,33366
41948,33279
41949,34491
41952,33307
41953,33279
41954,33366
41956,33366
41958,33541
41959,41961
41962,33307
41963,33279
41964,33318
41965,33545
41966,40737
41968,33350
41971,33966
41974,33307
41975,33307
41976,37667
41977,33828
41978,33545
41979,33307
41980,34752
41981,33375
41983,33279
41984,33902
41985,33459
41988,33273
41989,33545
41991,33266
41992,35207
41994,33307
41995,33266
41996,35625
41998,33438
42000,33279
42001,33266
42002,33798
42004,34353
42005,40207
42006,33307
42007,33307
42008,33318
42009,34465
42011,33279
42012,33545
42013,33307
42014,33279
42015,33406
42018,33279
42019,40737
42021,33279
42022,33366
42024,33541
42025,33307
42026,33307
42027,33568
42028,33273
42029,33273
42030,33545
42031,33307
42032,33438
42033,33545
42034,33545
42035,33485
42036,33438
42038,33307
42039,33366
42040,33366
42041,33279
42042,33307
42043,33307
42044,33545
42045,33266
42046,33307
42047,33279
42048,33667
42051,34016
42054,33406
42055,38575
42057,34517
42058,33307
42059,36490
42061,33307
42062,33266
42063,33307
42064,33307
42065,33366
42066,33307
42067,33266
42068,33279
42069,34222
42071,34644
42073,33307
42074,33568
42075,33812
42076,33966
42077,33966
42078,33307
42079,33966
42080,39341
42081,34491
42083,34208
42085,33307
42086,33366
42087,33318
42088,34363
42091,38508
42094,33307
42095,34535
42096,33307
42098,33307
42099,33307
42100,42102
42103,33375
42104,33438
42105,33273
42106,33279
42107,33545
42109,33279
42111,33307
42112,33279
42113,33545
42115,33307
42116,33545
42117,33279
42118,33279
42119,33279
42120,34573
42122,34102
42123,33266
42124,33266
42125,33545
42126,35972
42128,33307
42129,33279
42130,36355
42132,33366
42133,33366
42134,33273
42135,33307
42136,33307
42137,33438
42138,33621
42140,35454
42141,33438
42143,33438
42145,33545
42146,41139
42147,33307
42148,33517
42151,33307
42152,33545
42153,33386
42154,33485
42155,33307
42156,33279
42157,33279
42158,33453
42159,33568
42160,35491
42162,33366
42165,33307
42166,33279
42167,33545
42168,33438
42170,33307
42171,33545
42173,38398
42176,35926
42178,33307
42179,34644
42181,33307
42182,33307
42183,42185
42186,33438
42187,33273
42188,33568
42189,33307
42190,33273
42191,33366
42192,33545
42193,33273
42194,33279
42195,33366
42196,33590
42197,33545
42199,33438
42201,33266
42202,33273
42203,33279
42204,33302
42206,34535
42207,33545
42209,33568
42211,33279
42212,33438
42214,33279
42215,33279
42216,35215
42219,33438
42221,33307
42222,33279
42223,33406
42224,33545
42225,33438
42226,41291
42228,33307
42229,33273
42230,33406
42231,33307
42232,33307
42233,33279
42234,37961
42236,34793
42238,33438
42240,33615
42242,33307
42243,33307
42244,42245
42247,35374
42249,33266
42250,33438
42251,37709
42253,35159
42255,36547
42257,33273
42258,33485
42260,36928
42262,33366
42263,33822
42264,33279
42265,33541
42266,42268
42269,33279
42270,33266
42271,33545
42272,33279
42273,33273
42274,38650
42275,33307
42276,33307
42277,33541
42278,33273
42279,33568
42281,34412
42284,36696
42287,33307
42288,33307
42289,33485
42290,33307
42291,33273
42292,33279
42293,33366
42294,33307
42295,33366
42296,33307
42297,33318
42298,33541
42299,33568
42300,33279
42301,33366
42302,33279
42303,33273
42304,33273
42305,33279
42306,33279
42307,33279
42308,34752
42309,33294
42310,33279
42311,33294
42312,33769
42314,33279
42315,34041
42317,33279
42318,33273
42319,33568
42320,33279
42321,34573
42323,33266
42324,34041
42325,33273
42326,33307
42327,33438
42328,35228
42331,33294
42333,33279
42334,34862
42336,33438
42337,33279
42338,33266
42339,33568
42340,33273
42341,42102
42342,33307
42343,33366
42344,34793
42347,33545
42348,33966
42349,33366
42350,33273
42351,34573
42353,33545
42354,34891
42355,33273
42356,33438
42357,34480
42359,33279
42360,33279
42361,33541
42362,33307
42363,33545
42365,33366
42366,33366
42367,33517
42369,38508
42370,33279
42371,35916
42372,33307
42373,33621
42375,33545
42376,33307
42377,34917
42380,33615
42382,33350
42385,33318
42386,33307
42387,33438
42388,34985
42389,33467
42392,33307
42393,36227
42395,33828
42397,34347
42398,35398
42399,33366
42400,33545
42401,33366
42402,33279
42403,33467
42404,34208
42405,33467
42406,34353
42407,33568
42409,33366
42410,42412
42414,33438
42415,34200
42416,33769
42419,33615
42421,34862
42422,35285
42424,33279
42425,33307
42426,36505
42428,36490
42430,33731
42431,33273
42432,33438
42433,33279
42434,33568
42436,38398
42439,33438
42440,36490
42441,33307
42442,33307
42443,33307
42444,33928
42446,33279
42447,33438
42448,34047
42450,33307
42451,33438
42452,34535
42453,33438
42454,33545
42456,33279
42457,33307
42458,33307
42459,33822
42460,33966
42461,33366
42462,33307
42463,33828
42465,33307
42466,33279
42467,34222
42470,37193
42473,33545
42475,34208
42477,33279
42478,33273
42479,34063
42481,33438
42483,33279
42484,33273
42485,33318
42486,34208
42487,33273
42488,33273
42489,35336
42492,33279
42493,34433
42495,33438
42497,33438
42498,33545
42499,33273
42500,33406
42501,33266
42502,33266
42503,33438
42504,33307
42505,33467
42507,33279
42508,37155
42509,36556
42512,33545
42513,33545
42514,34472
42516,35822
42519,34491
42520,33307
42521,34280
42524,33307
42525,33438
42526,40724
42527,33375
42528,33279
42529,33273
42530,33279
42531,33266
42533,33438
42534,33273
42535,34597
42537,33273
42538,34597
42539,33438
42540,34597
42541,33307
42542,33602
42543,33375
42544,34862
42547,33467
42548,36928
42550,33517
42552,33828
42554,33406
42555,38720
42558,33307
42559,37709
42560,33568
42561,33840
42563,34826
42565,33467
42566,34752
42567,34208
42569,34208
42570,35625
42571,33307
42572,35963
42574,33307
42575,33545
42577,33545
42578,36556
42579,42582
42583,33775
42585,33279
42586,33279
42587,33307
42588,33307
42589,33438
42590,33545
42591,33438
42592,33307
42593,33438
42594,35215
42596,33307
42597,33307
42598,35926
42599,33266
42600,33273
42601,33307
42602,33541
42603,39309
42605,33266
42607,33307
42608,33438
42609,33731
42610,33279
42611,33485
42613,33273
42614,33279
42615,33318
42616,34208
42617,33545
42618,33279
42619,42620
42622,33279
42623,33615
42625,33438
42626,33279
42627,33307
42628,33568
42629,33307
42630,33366
42631,42633
42634,33279
42635,33279
42636,33266
42637,33366
42638,33438
42639,35540
42641,33438
42643,33318
42644,33279
42645,34063
42646,33273
42647,33279
42648,33621
42651,33568
42653,36928
42654,34047
42657,35571
42658,33568
42660,33366
42663,5
42665,33568
42667,33273
42668,33307
42669,33438
42671,33366
42672,33438
42674,33541
42675,33307
42676,33467
42678,34208
42680,33266
42681,33279
42682,33467
42683,37029
42686,42688
42689,33396
42690,34280
42692,33307
42693,33307
42694,33568
42695,42696
42698,34163
42700,33545
42701,40724
42702,33366
42703,33861
42706,33307
42707,33453
42708,33279
42709,33266
42710,33438
42711,33307
42712,33438
42713,33279
42714,38636
42716,33545
42717,35768
42718,33307
42719,42721
42722,37280
42723,33438
42725,33602
42726,33307
42727,34483
42728,33828
42730,33307
42731,33279
42732,33279
42733,33775
42735,33307
42736,33307
42737,33273
42738,35491
42739,33307
42740,33273
42741,34353
42743,33307
42744,33273
42745,33307
42746,33273
42747,33279
42748,33366
42749,34535
42751,33545
42752,33438
42754,33307
42755,33438
42756,33318
42757,33307
42758,34257
42760,33307
42761,33615
42763,33438
42765,33279
42766,33273
42767,35926
42769,33273
42770,37386
42772,34862
42773,33307
42774,34752
42776,34208
42777,33615
42778,33279
42780,34826
42781,33279
42782,33273
42783,35112
42786,33266
42788,33307
42789,33318
42790,33861
42792,33307
42793,33307
42794,33307
42795,33573
42796,33545
42797,33279
42798,33438
42799,33828
42802,35215
42803,37550
42806,33307
42807,33438
42808,34535
42809,33273
42810,33545
42811,33438
42813,5
42815,33266
42816,35612
42817,34222
42819,33279
42820,33279
42821,33279
42822,35398
42823,33545
42824,33307
42825,33307
42826,33307
42827,33307
42828,33273
42829,34025
42830,33279
42831,33279
42832,34025
42833,33266
42834,33438
42835,33366
42836,33438
42838,33307
42839,33279
42840,33307
42841,33294
42843,35835
42845,5
42847,33485
42849,33453
42850,33406
42851,33307
42852,33366
42853,33279
42854,33307
42855,33307
42856,33294
42857,34793
42859,33273
42860,33266
42861,42688
42862,33467
42863,35228
42866,37995
42867,33279
42868,33307
42869,33545
42870,33279
42871,33279
42872,33307
42873,35822
42874,33545
42875,33545
42876,33307
42877,34597
42878,33279
42879,35963
42881,33279
42882,33438
42885,33266
42886,33273
42887,33307
42888,38669
42890,42185
42892,33366
42893,33307
42894,33273
42895,34353
42896,34280
42898,37155
42900,33273
42901,33966
42902,34491
42904,33545
42905,33279
42906,33602
42907,34041
42908,33366
42909,33366
42911,33307
42912,36213
42913,33279
42914,33928
42916,33545
42918,33273
42919,39082
42920,33568
42921,33273
42922,33549
42924,33273
42925,33294
42926,34412
42929,34134
42930,33307
42931,33279
42932,33279
42933,33307
42934,33545
42935,33279
42936,39443
42937,33279
42938,33307
42939,33307
42940,41870
42942,33545
42943,33545
42944,33307
42945,33621
42946,33307
42947,33307
42948,33307
42949,35108
42950,33438
42951,33318
42952,33273
42953,35027
42955,33307
42956,34935
42958,33787
42959,33568
42960,33307
42961,33406
42962,38783
42965,34611
42968,35027
42969,33279
42970,33307
42971,35926
42972,33294
42973,33598
42974,33273
42975,33279
42976,33279
42977,33307
42978,33307
42979,33545
42980,33545
42981,33438
42982,33307
42983,33294
42984,33307
42985,33545
42986,33749
42987,33366
42988,34222
42991,33279
42992,33279
42993,33307
42994,33966
42995,33438
42996,33307
42997,33568
42998,33307
42999,33545
43001,33568
43002,34025
43003,33279
43004,33307
43005,34597
43008,34891
43009,40767
43010,35454
43011,33549
43012,33615
43014,33307
43015,33307
43016,33307
43017,33279
43018,34917
43019,33279
43020,33279
43021,39065
43022,40460
43023,33828
43025,33279
43026,33928
43027,33545
43028,33307
43029,33366
43030,33545
43031,36100
43032,33438
43033,34662
43034,33545
43035,33568
43036,33438
43039,33279
43040,33307
43041,33667
43043,33279
43044,33307
43045,33279
43046,33545
43048,33553
43049,33307
43050,33553
43051,33366
43052,33307
43053,33307
43054,33279
43055,33553
43058,33822
43059,37043
43062,33279
43063,33307
43064,37199
43065,33273
43066,33928
43068,34491
43070,34222
43072,33477
43076,33307
43077,33615
43080,33545
43081,38650
43082,34547
43083,33279
43084,37239
43087,33541
43088,33307
43089,33545
43091,33266
43092,33279
43093,33545
43094,33545
43095,33279
43096,33279
43097,33307
43098,35881
43099,33318
43100,33769
43101,33307
43103,33273
43104,33366
43105,34891
43106,33307
43107,33396
43108,33866
43110,33366
43112,33568
43113,33318
43114,33438
43115,33870
43118,33279
43119,33307
43120,33273
43121,35629
43124,33307
43125,39630
43127,33568
43129,33366
43130,34673
43131,33307
43132,33545
43134,33866
43136,33307
43137,33406
43138,35273
43139,33545
43140,43142
43144,33279
43145,33273
43146,33273
43147,33350
43148,33279
43149,33438
43150,33279
43151,33266
43153,33279
43154,33541
43155,35228
43158,34706
43159,33568
43160,33279
43161,33545
43162,33307
43163,33366
43164,33266
43165,33307
43166,42582
43167,37667
43170,34556
43172,33438
43174,33545
43176,33273
43177,33545
43178,33307
43179,33545
43180,33279
43181,33273
43182,34826
43183,34025
43184,33541
43185,33307
43186,33545
43188,33279
43189,33318
43190,33545
43191,33545
43192,33517
43194,34491
43197,33279
43198,35159
43199,33366
43200,33307
43201,34644
43203,33279
43204,33307
43205,33438
43206,33279
43207,33294
43208,33517
43209,33453
43210,33279
43211,33621
43212,33307
43213,33615
43215,33307
43216,33273
43217,33279
43218,33307
43219,33366
43221,33438
43223,33307
43224,34408
43225,33307
43226,33307
43227,33273
43228,34353
43230,33273
43231,33273
43232,33438
43233,33999
43235,35215
43237,35926
43238,36661
43241,33318
43242,33307
43243,33545
43244,33279
43245,33279
43246,33568
43247,33545
43248,38650
43249,33366
43250,33517
43251,33273
43252,33279
43253,33545
43254,33307
43255,33307
43256,33279
43257,33294
43258,33307
43259,33273
43260,35427
43262,33568
43263,33307
43264,33279
43265,33307
43266,33366
43268,34280
43270,33279
43271,33307
43272,34251
43273,34257
43275,33467
43277,33307
43278,35454
43279,33312
43281,33307
43282,33438
43283,35285
43285,33273
43286,33273
43287,33279
43288,35835
43290,33279
43291,34041
43292,33545
43293,33266
43295,33545
43296,34644
43297,33438
43299,33318
43300,33266
43301,5
43303,33438
43304,33676
43305,33438
43306,33294
43307,34862
43310,33307
43311,33273
43312,33279
43313,33366
43314,33497
43317,33266
43319,33541
43320,33307
43321,33453
43323,33545
43324,33279
43325,33273
43326,33279
43327,43329
43331,33928
43332,33438
43333,33307
43334,36556
43336,33307
43337,33279
43338,33366
43339,33279
43340,33294
43341,34171
43344,33307
43345,33307
43346,35108
43348,33279
43349,33273
43350,33590
43352,33307
43353,33545
43354,33307
43355,34491
43357,33307
43358,33307
43359,33279
43360,34935
43362,33279
43363,34573
43364,33279
43365,34862
43368,33307
43369,33840
43371,33279
43372,33279
43373,33541
43374,34408
43375,35207
43378,33279
43379,33568
43382,33438
43383,40011
43386,33273
43387,33902
43390,33438
43391,33568
43392,34491
43393,33318
43395,34910
43396,37239
43399,33307
43400,34347
43403,33279
43404,5
43406,33438
43408,33294
43409,33386
43410,33453
43412,33438
43413,33307
43414,33307
43415,33307
43416,33279
43417,33307
43418,37868
43420,34752
43422,33615
43424,33453
43427,33568
43429,38769
43430,34047
43431,33307
43432,33279
43433,33366
43434,33279
43435,33279
43436,33307
43437,33307
43438,33279
43439,35612
43441,33279
43442,33279
43443,33279
43444,33467
43445,33307
43446,33307
43447,33266
43448,33545
43449,33545
43451,34047
43453,33279
43454,33307
43455,33453
43457,36903
43458,33307
43459,33307
43460,33266
43461,33279
43462,33294
43463,33279
43464,33775
43467,33279
43468,33590
43469,34535
43471,33545
43473,33467
43475,33279
43476,35285
43477,33273
43478,33273
43479,37824
43481,33273
43482,33350
43485,33307
43486,35336
43489,33530
43492,33406
43493,35491
43495,34862
43498,33294
43499,33307
43500,33568
43501,34597
43503,33545
43504,33438
43505,33279
43506,33307
43507,43329
43509,33366
43510,33318
43511,33966
43512,33279
43513,33307
43514,33545
43515,33279
43516,33279
43517,33273
43518,39436
43519,33536
43522,33517
43524,33497
43525,33667
43528,43529
43531,33545
43532,34556
43533,33545
43534,33545
43536,33294
43537,33279
43538,33307
43539,33467
43540,33279
43541,33541
43542,33568
43543,35963
43546,33749
43547,33279
43548,33568
43549,33438
43550,34208
43552,33307
43553,33266
43555,33545
43556,34047
43559,37550
43561,33307
43562,35228
43565,33667
43567,33307
43568,33279
43569,33279
43570,33545
43571,33438
43572,33294
43573,33568
43574,33279
43575,33366
43576,35159
43579,33294
43580,33545
43581,33307
43582,34171
43584,33279
43585,33294
43586,33279
43587,36903
43589,34644
43591,34556
43592,34047
43595,36015
43597,33307
43598,33273
43599,33266
43600,33273
43601,33406
43602,33406
43603,33545
43604,33438
43605,33545
43606,33366
43607,33545
43608,33266
43609,33307
43610,35301
43612,33568
43613,33307
43614,33307
43615,34543
43617,33266
43618,33366
43619,34491
43620,38378
43622,33438
43624,39082
43627,33273
43628,34280
43629,35920
43630,33279
43631,33307
43632,34047
43633,33545
43634,33307
43635,34597
43636,33307
43637,33273
43638,34793
43639,33273
43640,33273
43641,33307
43642,33307
43643,33307
43644,33279
43645,34200
43646,33366
43647,33307
43648,33307
43649,33307
43650,33438
43651,33366
43652,33273
43653,33467
43654,34985
43656,33438
43657,33438
43658,33366
43659,33279
43660,33307
43661,34535
43662,36556
43663,33812
43665,34280
43666,33438
43667,33307
43668,33273
43669,33307
43670,33273
43671,35822
43672,33375
43673,33307
43674,35822
43675,33266
43676,33273
43677,35516
43678,5
43679,33318
43680,33307
43681,37014
43684,34012
43685,35454
43687,33517
43688,5
43689,34491
43690,33273
43691,33266
43692,33453
43693,34662
43695,33307
43696,33279
43697,33366
43698,33307
43699,33366
43700,34480
43702,33307
43703,34353
43704,33568
43705,33279
43706,33568
43707,34047
43710,33386
43711,34573
43714,33279
43715,33438
43716,33549
43719,43721
43722,33307
43723,33438
43724,35132
43725,33438
43726,37199
43727,33545
43728,33568
43729,33307
43730,33279
43731,33279
43732,33966
43734,34535
43737,33307
43738,33568
43739,33307
43741,33273
43742,33279
43743,33307
43744,33279
43745,33307
43746,33870
43749,33307
43750,33615
43752,33279
43753,34251
43755,33279
43756,33366
43757,33545
43759,34491
43761,33273
43762,33615
43763,33497
43765,33307
43766,33307
43767,33307
43768,33366
43769,33812
43771,37386
43774,33966
43775,33273
43776,33279
43777,33266
43778,33279
43779,33966
43780,33266
43781,34222
43782,33266
43783,33273
43784,35916
43786,33966
43787,34016
43789,33307
43790,34047
43791,33318
43792,33453
43793,33307
43794,33279
43797,33307
43798,34611
43800,33266
43801,33279
43802,33307
43803,36928
43805,33307
43806,36088
43809,33266
43810,36928
43811,33279
43812,33307
43813,33279
43814,38594
43816,33279
43817,33266
43818,33621
43819,34597
43820,33545
43821,33279
43822,40445
43824,33279
43825,33366
43826,33307
43827,33840
43828,33545
43829,33590
43830,33307
43831,35159
43833,40373
43834,33279
43835,33517
43837,33541
43838,33279
43839,33307
43840,33438
43841,33386
43842,33307
43843,33307
43844,33545
43845,33775
43847,43849
43850,33307
43851,33545
43852,33822
43853,33438
43854,33307
43855,33366
43857,33294
43858,33545
43859,33279
43860,36137
43862,33307
43863,33854
43866,33273
43867,33568
43868,33406
43869,33307
43870,33775
43873,34480
43874,33307
43875,33307
43876,42245
43878,33273
43879,33279
43880,33545
43881,33266
43882,40592
43884,33568
43885,37280
43886,33438
43887,33273
43888,33279
43889,33266
43891,33279
43892,33568
43893,33621
43895,33279
43896,33307
43897,33307
43898,38508
43900,33545
43902,33318
43903,33273
43904,33545
43905,33568
43906,33279
43907,33279
43908,33549
43910,33438
43911,33396
43912,33279
43913,34208
43914,35600
43915,33279
43916,33279
43917,33307
43918,34935
43920,33307
43921,33307
43922,33545
43923,33568
43924,33307
43925,43926
43928,34517
43929,33438
43931,34491
43932,35108
43934,33690
43937,33497
43940,33590
43941,33615
43943,33568
43944,33549
43947,36667
43949,33279
43950,33307
43951,37199
43952,33307
43953,33545
43954,33545
43955,33279
43956,33266
43957,33307
43958,34517
43959,33545
43960,33318
43961,33453
43962,33279
43963,33318
43964,35629
43966,33307
43967,33366
43968,33307
43969,43971
43972,43973
43975,33545
43976,33279
43977,33366
43978,33307
43979,33279
43980,33828
43981,40045
43982,33375
43983,34483
43984,34412
43987,33307
43988,33545
43989,33279
43990,33621
43991,33307
43992,33307
43993,34597
43994,33438
43997,33438
43999,33279
44000,33273
44001,33541
44002,33307
44003,35374
44006,34517
44008,35822
44010,35920
44012,33279
44013,33279
44014,33438
44015,33307
44016,36355
44018,34208
44020,33279
44021,33266
44022,33386
44023,33307
44024,33279
44025,33448
44026,33545
44027,33279
44028,35926
44029,42268
44031,34208
44033,36490
44035,33429
44037,33366
44038,33307
44039,33517
44040,33366
44042,33769
44044,33438
44046,33366
44047,33621
44049,33545
44050,33545
44051,33448
44053,33279
44054,33861
44055,34491
44056,33902
44058,34706
44060,43529
44062,33279
44063,33279
44064,33568
44065,34047
44067,33266
44068,33545
44069,33307
44070,33545
44071,33307
44072,33307
44073,33307
44074,34088
44076,33438
44077,40737
44079,33307
44080,33976
44083,33517
44084,33545
44085,33279
44086,34752
44087,33307
44088,34611
44090,34662
44092,36355
44094,34063
44095,33438
44096,33273
44097,33279
44098,33273
44099,33438
44100,33273
44101,33279
44102,33307
44103,33279
44104,33438
44105,33307
44106,33279
44107,33307
44108,33294
44109,33545
44110,33524
44112,34353
44113,34567
44114,33568
44115,33279
44116,35159
44118,33273
44119,33266
44120,33791
44121,35027
44123,33870
44125,33667
44128,33568
44129,33318
44130,33279
44131,33438
44132,33545
44133,33279
44134,33279
44135,33273
44136,33279
44137,33453
44138,34047
44140,34134
44141,33273
44142,33279
44143,37155
44145,33273
44146,34208
44148,34491
44150,33545
44151,34941
44153,44155
44156,33590
44157,33545
44158,33615
44159,33307
44160,33307
44161,33279
44162,33307
44163,34491
44166,33438
44167,33273
44168,33822
44170,37709
44171,33598
44172,33279
44173,33279
44174,33438
44175,33307
44176,34644
44177,35454
44179,33545
44180,36505
44181,33545
44182,34412
44183,33568
44184,33438
44185,35768
44187,33273
44188,36556
44189,33590
44190,33307
44191,33621
44192,33318
44193,39584
44194,33590
44196,35926
44197,35881
44198,34556
44200,33866
44201,33266
44202,33545
44204,33545
44205,41291
44208,33273
44209,33307
44210,33545
44211,33438
44214,33615
44216,33273
44217,33366
44219,33307
44220,33615
44221,33718
44224,33545
44225,33406
44226,34491
44228,35926
44230,33307
44231,33568
44232,33279
44233,33438
44234,33286
44237,33266
44238,33307
44239,33279
44240,33273
44241,33928
44242,33279
44243,33307
44244,33307
44245,33545
44246,33438
44247,33307
44248,33266
44249,33307
44250,33517
44251,33568
44252,34412
44255,33438
44256,33307
44257,33307
44258,44260
44262,33545
44263,34985
44264,38594
44267,33568
44268,33731
44269,33928
44271,35159
44273,39082
44275,33266
44276,33545
44277,33279
44278,34257
44280,33318
44281,34408
44282,33318
44283,34706
44284,33279
44285,33279
44286,33279
44287,37995
44288,33318
44290,33769
44292,33307
44293,33545
44294,42245
44296,33273
44297,35188
44298,35926
44300,33307
44301,33350
44304,34491
44307,33928
44308,33621
44309,33279
44310,33453
44312,33517
44314,33307
44315,33545
44316,33307
44317,33769
44320,33307
44321,33438
44322,33273
44323,33438
44324,34163
44327,34673
44329,44332
44333,33307
44334,33273
44335,33273
44336,33279
44337,33273
44338,33279
44339,33279
44340,33294
44341,33545
44342,33438
44343,33621
44344,33438
44345,33279
44346,33273
44347,33266
