personID,managerID
42018,34294
42019,38782
42021,34038
42022,35003
42024,36056
42025,33561
42026,34962
42027,40865
42028,35304
42029,38655
42030,33680
42031,34962
42032,38032
42033,33543
42034,33779
42035,36376
42036,39050
42038,33372
42039,33364
42040,35858
42041,33705
42042,34291
42043,35076
42044,33543
42045,35677
42046,33772
42047,35291
42048,42049
42051,42052
42054,37168
42055,42056
42057,37495
42058,34072
42059,42060
42061,34072
42062,33353
42063,33961
42064,35222
42065,35122
42066,35256
42067,33353
42068,40702
42069,42070
42071,35865
42073,37740
42074,34192
42075,41068
42076,38147
42077,34003
42078,35717
42079,38037
42080,40728
42081,42082
42083,34697
42085,34460
42086,33481
42087,35902
42088,42089
42091,42092
42094,33858
42095,41553
42096,42097
42098,34682
42099,33399
42100,42101
42103,35628
42104,39794
42105,33939
42106,35390
42107,37988
42109,42110
42111,34682
42112,34772
42113,34079
42115,33961
42116,33543
42117,33652
42118,33924
42119,34649
42120,42121
42122,34811
42123,34020
42124,34233
42125,33643
42126,39524
42128,33970
42129,34439
42130,42131
42132,35379
42133,36794
42134,34631
42135,37943
42136,34124
42137,36023
42138,40822
42140,35748
42141,37163
42143,42144
42145,33543
42146,38500
42147,34931
42148,36675
42151,35506
42152,33543
42153,33401
42154,34393
42155,36847
42156,33972
42157,37525
42158,36163
42159,34453
42160,38610
42162,42163
42165,33814
42166,33850
42167,33643
42168,42169
42170,34790
42171,42172
42173,42174
42176,42177
42178,34507
42179,34960
42181,38085
42182,34160
42183,42184
42186,33954
42187,34405
42188,39093
42189,34307
42190,35090
42191,35861
42192,33680
42193,36372
42194,33473
42195,37875
42196,35311
42197,36897
42199,34643
42201,34455
42202,34467
42203,33745
42204,41181
42206,41553
42207,33543
42209,42210
42211,34763
42212,42213
42214,33696
42215,34729
42216,42217
42219,33671
42221,34248
42222,33508
42223,37451
42224,33643
42225,34684
42226,42227
42228,34128
42229,34263
42230,34428
42231,34074
42232,34072
42233,34502
42234,40876
42236,42237
42238,33671
42240,42241
42242,35076
42243,34991
42244,33901
42247,42248
42249,34214
42250,33954
42251,42252
42253,42254
42255,42256
42257,38655
42258,42259
42260,42261
42262,35736
42263,33821
42264,33727
42265,34637
42266,42267
42269,37525
42270,34692
42271,33543
42272,34763
42273,35090
42274,38649
42275,33391
42276,34790
42277,33540
42278,34467
42279,42280
42281,42282
42284,42285
42287,34405
42288,34679
42289,42259
42290,33306
42291,34631
42292,34116
42293,34402
42294,34679
42295,37906
42296,40195
42297,35052
42298,33540
42299,36183
42300,36154
42301,41972
42302,34298
42303,33939
42304,34148
42305,34196
42306,33782
42307,33745
42308,36909
42309,37264
42310,34038
42311,33293
42312,36942
42314,34869
42315,34040
42317,33508
42318,34307
42319,37431
42320,33638
42321,37463
42323,33353
42324,38056
42325,34143
42326,33328
42327,34684
42328,42329
42331,35115
42333,34174
42334,39130
42336,36027
42337,33959
42338,33493
42339,39556
42340,34119
42341,42101
42342,34887
42343,34905
42344,42345
42347,36677
42348,33965
42349,36470
42350,34248
42351,42352
42353,34079
42354,36019
42355,33981
42356,35689
42357,42358
42359,35058
42360,34509
42361,34637
42362,35090
42363,36897
42365,38557
42366,35736
42367,42368
42369,38507
42370,33682
42371,35915
42372,33961
42373,42374
42375,33543
42376,33684
42377,42378
42380,42381
42382,42383
42385,36967
42386,34887
42387,35587
42388,34079
42389,42390
42392,33391
42393,42394
42395,40362
42397,40151
42398,36283
42399,38192
42400,33643
42401,35379
42402,36456
42403,39191
42404,34206
42405,39191
42406,34352
42407,42408
42409,37591
42410,42411
42414,33491
42415,42144
42416,42417
42419,42420
42421,37806
42422,36433
42424,35390
42425,33510
42426,42427
42428,42429
42430,39587
42431,34307
42432,33311
42433,34502
42434,42435
42436,42437
42439,38660
42440,40385
42441,33399
42442,35510
42443,34933
42444,36555
42446,34616
42447,33463
42448,38627
42450,37943
42451,36882
42452,35561
42453,33848
42454,33543
42456,34168
42457,33814
42458,33801
42459,38809
42460,41077
42461,42163
42462,36467
42463,42464
42465,33561
42466,34606
42467,42468
42470,42471
42473,42474
42475,34697
42477,33705
42478,35304
42479,34062
42481,35140
42483,33508
42484,35576
42485,35741
42486,34697
42487,35304
42488,35291
42489,42490
42492,33782
42493,42494
42495,42496
42497,38032
42498,33543
42499,33835
42500,34098
42501,33353
42502,33493
42503,36202
42504,34018
42505,42506
42507,34051
42508,37154
42509,42510
42512,34522
42513,33543
42514,37023
42516,42517
42519,34489
42520,35959
42521,42522
42524,33961
42525,35326
42526,40723
42527,39050
42528,34336
42529,33981
42530,35531
42531,42532
42533,34684
42534,34823
42535,41546
42537,34600
42538,36801
42539,35140
42540,40372
42541,33561
42542,33600
42543,37320
42544,42545
42547,33671
42548,42549
42550,41986
42552,42553
42554,34098
42555,42556
42558,35034
42559,40900
42560,34371
42561,36888
42563,38127
42565,38169
42566,40684
42567,34697
42569,34296
42570,35832
42571,33858
42572,42573
42574,34066
42575,33543
42577,34079
42578,42510
42579,42580
42583,42584
42585,34051
42586,35482
42587,38677
42588,34338
42589,34755
42590,33779
42591,35326
42592,34460
42593,39836
42594,42217
42596,33648
42597,34338
42598,39991
42599,34692
42600,33939
42601,35156
42602,34203
42603,33528
42605,42606
42607,33979
42608,38660
42609,33729
42610,35531
42611,42612
42613,34349
42614,35054
42615,34997
42616,35590
42617,34079
42618,33819
42619,40070
42622,34376
42623,41456
42625,34618
42626,33473
42627,34009
42628,36183
42629,34341
42630,38866
42631,42632
42634,34649
42635,34168
42636,34692
42637,35122
42638,36882
42639,35539
42641,34832
42643,39895
42644,33782
42645,38534
42646,34263
42647,33433
42648,42649
42651,42652
42653,40839
42654,42655
42657,39285
42658,42659
42660,42661
42663,42664
42665,42666
42667,38655
42668,33328
42669,35587
42671,37906
42672,42673
42674,35022
42675,33814
42676,42677
42678,38150
42680,34692
42681,35081
42682,34288
42683,42684
42686,42687
42689,34559
42690,42691
42692,33807
42693,34072
42694,39556
42695,35539
42698,42699
42700,33543
42701,40723
42702,34658
42703,42704
42706,33391
42707,38415
42708,33782
42709,35677
42710,34684
42711,33663
42712,36882
42713,35291
42714,38635
42716,33543
42717,39756
42718,33970
42719,42720
42722,41444
42723,42724
42725,35104
42726,34321
42727,39314
42728,42464
42730,38244
42731,36586
42732,35482
42733,42734
42735,35185
42736,33909
42737,38655
42738,39725
42739,33328
42740,33939
42741,42742
42743,34790
42744,36265
42745,34967
42746,34690
42747,33378
42748,36756
42749,35561
42751,33543
42752,42753
42754,34877
42755,35140
42756,35052
42757,34737
42758,34255
42760,34790
42761,34514
42763,35094
42765,33705
42766,34447
42767,42768
42769,33907
42770,35462
42772,35242
42773,34460
42774,42775
42776,34206
42777,36945
42778,36335
42780,34825
42781,33727
42782,33640
42783,42784
42786,34692
42788,33399
42789,39119
42790,33860
42792,33963
42793,34682
42794,34682
42795,37258
42796,35052
42797,33444
42798,33630
42799,42800
42802,38190
42803,42804
42806,33575
42807,33488
42808,39105
42809,35090
42810,36677
42811,42812
42813,42814
42815,35677
42816,35611
42817,38250
42819,33727
42820,34145
42821,33705
42822,36670
42823,33643
42824,37556
42825,40403
42826,33911
42827,33772
42828,34405
42829,37738
42830,33754
42831,35484
42832,37738
42833,33353
42834,35268
42835,34834
42836,42837
42838,34369
42839,33850
42840,34962
42841,33293
42843,42844
42845,42846
42847,42612
42849,35169
42850,35445
42851,33510
42852,35122
42853,34174
42854,33698
42855,34276
42856,34652
42857,34995
42859,33632
42860,33264
42861,42687
42862,39101
42863,42864
42866,40850
42867,33754
42868,37201
42869,33779
42870,34174
42871,36761
42872,34460
42873,35821
42874,33543
42875,33680
42876,37943
42877,36801
42878,35564
42879,42880
42881,33727
42882,42883
42885,34233
42886,36265
42887,33646
42888,38668
42890,42184
42892,37063
42893,36551
42894,33981
42895,34352
42896,42522
42898,42899
42900,33640
42901,34882
42902,36559
42904,33680
42905,34196
42906,38631
42907,33786
42908,35861
42909,36794
42911,34679
42912,38854
42913,34606
42914,38761
42916,39791
42918,33825
42919,41635
42920,42652
42921,33825
42922,33548
42924,38655
42925,33332
42926,42927
42929,36781
42930,34962
42931,33782
42932,35751
42933,35073
42934,33543
42935,35531
42936,33932
42937,35751
42938,34166
42939,36551
42940,42941
42942,33680
42943,37988
42944,36467
42945,36974
42946,34498
42947,33970
42948,33698
42949,35107
42950,33876
42951,35902
42952,34690
42953,42954
42955,35185
42956,42957
42958,38376
42959,39107
42960,34018
42961,37168
42962,42963
42965,34609
42968,42954
42969,34145
42970,34166
42971,35925
42972,41045
42973,34032
42974,33380
42975,36586
42976,37331
42977,35460
42978,36562
42979,37988
42980,33543
42981,38660
42982,33909
42983,37125
42984,34009
42985,33543
42986,39629
42987,38557
42988,42989
42991,35484
42992,33972
42993,34212
42994,34028
42995,34591
42996,33772
42997,33583
42998,35156
42999,33543
43001,34437
43002,37738
43003,34606
43004,36352
43005,43006
43008,36019
43009,40766
43010,37776
43011,34786
43012,43013
43014,34679
43015,33909
43016,34128
43017,35828
43018,34916
43019,34606
43020,35032
43021,39064
43022,37748
43023,43024
43025,33652
43026,33926
43027,33543
43028,34321
43029,33481
43030,33680
43031,36099
43032,33437
43033,36520
43034,33680
43035,39556
43036,43037
43039,35531
43040,34126
43041,43042
43043,35032
43044,33510
43045,35484
43046,33543
43048,37702
43049,34679
43050,37702
43051,38037
43052,40403
43053,35029
43054,34314
43055,43056
43058,33821
43059,43060
43062,36589
43063,34460
43064,38848
43065,33981
43066,36006
43068,36059
43070,37903
43072,43073
43076,34991
43077,43078
43080,33543
43081,38649
43082,35331
43083,34104
43084,43085
43087,36271
43088,34072
43089,35024
43091,33353
43092,34509
43093,33643
43094,33543
43095,34030
43096,35443
43097,34009
43098,35880
43099,35052
43100,37264
43101,43102
43103,40527
43104,33932
43105,38730
43106,34338
43107,37600
43108,43109
43110,43111
43112,37289
43113,33315
43114,35663
43115,43116
43118,35390
43119,33391
43120,34600
43121,43122
43124,33391
43125,39629
43127,43128
43129,38932
43130,34672
43131,35076
43132,33543
43134,33865
43136,42097
43137,36514
43138,35271
43139,33543
43140,43141
43144,33278
43145,34631
43146,33981
43147,40631
43148,33606
43149,34114
43150,36154
43151,35996
43153,35564
43154,34189
43155,43156
43158,34705
43159,33583
43160,34030
43161,34079
43162,33335
43163,34402
43164,42812
43165,33575
43166,42580
43167,43168
43170,43171
43172,34652
43174,33543
43176,33835
43177,39791
43178,34682
43179,33543
43180,34588
43181,33981
43182,34825
43183,34023
43184,34637
43185,35717
43186,33779
43188,33508
43189,38470
43190,33543
43191,39951
43192,43193
43194,43195
43197,33606
43198,35158
43199,33932
43200,34962
43201,43202
43203,33508
43204,35029
43205,33954
43206,36319
43207,33293
43208,33516
43209,37438
43210,35482
43211,38543
43212,34502
43213,43214
43215,33372
43216,35576
43217,34314
43218,33963
43219,37764
43221,42496
43223,34124
43224,35987
43225,33684
43226,34887
43227,33640
43228,43229
43230,33907
43231,33632
43232,33437
43233,43234
43235,43236
43237,41439
43238,43239
43241,34225
43242,34160
43243,35902
43244,39338
43245,37786
43246,36183
43247,33543
43248,38649
43249,35041
43250,35824
43251,33911
43252,34174
43253,33680
43254,34460
43255,33858
43256,35054
43257,33332
43258,34790
43259,33380
43260,36423
43262,34192
43263,33814
43264,34958
43265,34276
43266,35665
43268,42522
43270,35564
43271,35506
43272,34387
43273,34255
43275,39101
43277,36703
43278,35453
43279,33950
43281,35076
43282,34755
43283,43284
43285,34405
43286,34143
43287,33606
43288,43289
43290,35182
43291,34040
43292,33779
43293,43294
43295,34079
43296,34643
43297,43298
43299,35902
43300,33353
43301,42814
43303,34268
43304,34581
43305,33899
43306,33293
43307,43308
43310,35361
43311,34690
43312,34869
43313,34836
43314,43315
43317,43318
43319,36056
43320,35073
43321,35169
43323,33543
43324,34294
43325,33835
43326,34038
43327,43328
43331,42510
43332,34755
43333,34369
43334,36006
43336,34790
43337,33638
43338,34758
43339,35032
43340,33332
43341,43342
43344,33858
43345,36467
43346,43347
43348,35482
43349,33640
43350,43351
43352,35460
43353,33543
43354,33556
43355,36059
43357,34449
43358,34907
43359,33754
43360,34180
43362,35564
43363,37839
43364,33705
43365,43366
43368,35959
43369,43370
43371,33444
43372,34038
43373,34637
43374,35987
43375,43376
43378,33757
43379,43380
43382,34629
43383,43384
43386,33825
43387,43388
43390,35717
43391,33700
43392,34489
43393,41708
43395,34909
43396,43397
43399,33646
43400,43401
43403,33878
43404,43405
43406,36657
43408,34520
43409,36672
43410,43411
43412,39698
43413,33772
43414,34933
43415,42097
43416,37449
43417,35287
43418,37867
43420,43421
43422,40368
43424,43425
43427,43428
43429,39081
43430,38627
43431,33909
43432,34038
43433,37248
43434,34893
43435,36586
43436,34962
43437,33814
43438,35291
43439,43440
43441,33913
43442,33581
43443,35531
43444,36868
43445,34248
43446,36551
43447,33353
43448,33543
43449,41666
43451,36254
43453,37371
43454,34276
43455,43456
43457,35451
43458,33963
43459,34066
43460,34969
43461,34958
43462,34652
43463,34439
43464,43465
43467,34168
43468,35311
43469,37553
43471,33543
43473,43474
43475,35751
43476,36654
43477,33632
43478,33640
43479,43480
43481,34823
43482,43483
43485,34212
43486,43487
43489,43490
43492,34098
43493,43494
43495,43496
43498,36707
43499,34682
43500,36183
43501,39081
43503,33543
43504,36458
43505,36810
43506,35185
43507,43328
43509,38393
43510,37872
43511,33965
43512,33278
43513,33807
43514,33543
43515,35291
43516,34400
43517,38655
43518,42837
43519,43520
43522,36991
43524,42734
43525,43526
43528,39738
43531,34079
43532,40599
43533,38221
43534,33543
43536,37125
43537,36335
43538,35942
43539,38169
43540,34145
43541,34203
43542,37267
43543,43544
43546,39629
43547,34616
43548,34192
43549,34755
43550,34697
43552,34128
43553,35854
43555,34079
43556,43557
43559,43560
43561,34790
43562,43563
43565,37502
43567,35686
43568,33705
43569,34038
43570,33543
43571,34462
43572,37125
43573,36183
43574,33850
43575,33481
43576,43577
43579,37264
43580,34676
43581,35352
43582,43583
43584,34196
43585,33293
43586,33682
43587,38192
43589,34960
43591,37072
43592,43593
43595,43596
43597,35942
43598,33632
43599,33493
43600,34119
43601,38557
43602,35445
43603,33543
43604,33954
43605,36677
43606,34402
43607,34079
43608,35126
43609,38085
43610,43611
43612,34192
43613,34726
43614,37201
43615,41601
43617,34455
43618,35379
43619,35952
43620,37110
43622,43623
43624,43625
43627,33663
43628,42691
43629,40679
43630,35390
43631,34907
43632,40761
43633,33643
43634,38244
43635,34596
43636,34893
43637,33632
43638,34995
43639,34405
43640,33272
43641,34074
43642,34126
43643,33510
43644,34485
43645,34796
43646,35771
43647,34166
43648,33391
43649,33963
43650,34457
43651,37349
43652,36265
43653,38487
43654,38221
43656,36202
43657,33293
43658,35278
43659,34439
43660,33510
43661,35561
43662,40891
43663,38880
43665,34495
43666,36651
43667,33963
43668,34631
43669,34504
43670,33835
43671,39320
43672,36583
43673,34072
43674,36475
43675,35126
43676,36265
43677,38240
43678,39364
43679,34309
43680,35076
43681,43682
43684,38088
43685,43686
43687,42368
43688,34633
43689,41172
43690,33634
43691,34692
43692,41562
43693,37581
43695,34230
43696,36335
43697,35858
43698,34291
43699,34053
43700,43701
43702,35076
43703,34352
43704,35778
43705,34869
43706,33873
43707,36568
43710,33401
43711,43712
43714,33878
43715,35065
43716,43717
43719,43720
43722,35073
43723,34300
43724,38201
43725,35909
43726,38848
43727,34079
43728,39093
43729,34128
43730,36335
43731,33745
43732,33965
43734,43735
43737,34128
43738,36183
43739,36551
43741,34307
43742,35182
43743,35352
43744,33734
43745,34839
43746,43747
43749,33961
43750,43751
43752,34606
43753,41485
43755,33972
43756,38133
43757,33543
43759,43760
43761,35361
43762,34170
43763,43764
43765,34419
43766,38244
43767,33890
43768,38393
43769,43770
43771,43772
43774,34882
43775,33981
43776,34869
43777,33353
43778,33508
43779,38147
43780,33558
43781,38250
43782,33264
43783,33835
43784,43785
43786,39666
43787,34015
43789,37943
43790,36254
43791,35741
43792,35169
43793,33335
43794,43795
43797,34907
43798,33974
43800,34455
43801,34343
43802,33725
43803,43804
43805,34726
43806,43807
43809,33353
43810,41559
43811,35054
43812,33510
43813,34772
43814,38593
43816,33410
43817,34455
43818,39200
43819,42256
43820,37988
43821,33727
43822,43823
43824,33508
43825,35041
43826,40398
43827,33985
43828,33543
43829,33589
43830,33561
43831,41854
43833,40372
43834,36586
43835,43836
43837,34189
43838,34095
43839,33858
43840,34755
43841,33655
43842,34887
43843,34823
43844,33543
43845,42121
43847,43848
43850,35404
43851,34079
43852,38809
43853,35140
43854,33741
43855,35608
43857,34652
43858,33680
43859,34485
43860,36970
43862,34682
43863,43864
43866,33634
43867,37612
43868,34428
43869,34679
43870,43871
43873,34479
43874,33372
43875,33510
43876,37919
43878,34690
43879,33606
43880,33543
43881,34455
43882,43883
43884,37986
43885,41444
43886,34150
43887,33939
43888,33278
43889,43890
43891,34502
43892,35224
43893,39200
43895,36586
43896,34276
43897,34285
43898,43899
43900,33543
43902,34309
43903,34690
43904,33643
43905,37267
43906,33727
43907,34036
43908,43909
43910,35692
43911,35512
43912,34343
43913,40439
43914,35599
43915,34294
43916,33850
43917,36352
43918,38965
43920,35287
43921,34737
43922,33543
43923,39107
43924,33510
43925,40362
43928,37495
43929,33630
43931,37594
43932,35107
43934,43935
43937,43938
43940,34300
43941,43751
43943,35003
43944,43945
43947,43948
43949,35182
43950,33399
43951,40941
43952,33686
43953,33680
43954,33680
43955,34703
43956,34455
43957,34504
43958,39152
43959,33543
43960,35902
43961,36163
43962,33782
43963,35052
43964,35711
43966,35090
43967,35041
43968,33807
43969,43970
43972,43388
43975,34079
43976,36154
43977,33481
43978,34737
43979,35828
43980,42464
43981,40044
43982,33374
43983,39314
43984,43985
43987,35185
43988,33643
43989,35564
43990,40989
43991,33663
43992,35076
43993,40573
43994,43995
43997,43998
43999,34439
44000,34600
44001,35022
44002,33858
44003,44004
44006,44007
44008,44009
44010,44011
44012,35751
44013,36319
44014,40830
44015,35717
44016,33528
44018,40439
44020,34616
44021,34455
44022,39895
44023,33979
44024,33754
44025,33883
44026,33543
44027,34196
44028,41439
44029,42704
44031,35067
44033,44034
44035,44036
44037,35003
44038,35686
44039,34108
44040,38133
44042,42417
44044,43623
44046,43111
44047,44048
44049,33643
44050,34079
44051,44052
44053,34104
44054,38757
44055,34571
44056,44057
44058,44059
44060,37215
44062,34168
44063,33850
44064,36183
44065,38627
44067,41595
44068,33543
44069,35959
44070,33543
44071,33858
44072,34291
44073,33391
44074,34087
44076,37598
44077,44078
44079,35291
44080,44081
44083,34058
44084,33643
44085,33652
44086,37641
44087,35076
44088,34609
44090,44091
44092,36354
44094,41005
44095,40830
44096,33579
44097,34616
44098,34349
44099,33816
44100,33825
44101,33705
44102,35959
44103,34376
44104,33659
44105,35404
44106,35054
44107,35185
44108,37125
44109,33543
44110,44111
44112,42742
44113,37141
44114,37848
44115,33705
44116,39537
44118,35361
44119,34455
44120,33789
44121,44122
44123,44124
44125,44126
44128,42652
44129,40426
44130,33727
44131,36458
44132,34676
44133,34509
44134,33508
44135,33632
44136,35484
44137,33881
44138,44139
44140,40179
44141,33380
44142,34509
44143,40761
44145,33803
44146,40439
44148,37008
44150,33680
44151,34940
44153,44154
44156,34808
44157,35902
44158,38590
44159,33634
44160,34967
44161,36761
44162,33837
44163,44164
44166,37187
44167,33825
44168,33821
44170,42252
44171,36879
44172,33924
44173,35058
44174,35326
44175,35076
44176,34960
44177,44178
44179,33543
44180,42427
44181,34079
44182,42927
44183,35039
44184,35503
44185,44186
44187,34143
44188,33926
44189,35845
44190,33814
44191,44048
44192,39895
44193,34579
44194,34300
44196,41439
44197,35880
44198,44199
44200,35635
44201,34455
44202,33543
44204,37988
44205,44206
44208,34690
44209,34962
44210,33543
44211,44212
44214,36945
44216,34447
44217,40039
44219,34230
44220,38590
44221,44222
44224,33543
44225,37168
44226,36059
44228,44229
44230,35534
44231,43128
44232,33705
44233,36657
44234,44235
44237,33353
44238,33510
44239,33378
44240,34405
44241,37312
44242,34298
44243,41716
44244,34931
44245,33543
44246,33630
44247,34276
44248,35993
44249,35460
44250,39905
44251,33873
44252,44253
44255,33816
44256,34128
44257,34907
44258,44259
44262,33643
44263,34846
44264,44265
44267,35778
44268,33729
44269,42510
44271,44272
44273,40913
44275,34020
44276,34476
44277,34038
44278,34255
44280,34366
44281,34407
44282,35052
44283,44059
44284,33433
44285,36335
44286,35564
44287,39734
44288,44289
44290,40956
44292,33561
44293,35902
44294,35395
44296,36265
44297,35187
44298,41301
44300,34321
44301,42383
44304,44305
44307,37312
44308,39200
44309,33878
44310,44311
44312,44313
44314,35510
44315,34846
44316,36868
44317,44318
44320,33846
44321,37187
44322,34467
44323,33816
44324,44325
44327,34672
44329,44330
44333,33741
44334,34600
44335,33835
44336,38188
44337,34690
44338,34606
44339,33705
44340,37125
44341,39791
44342,41320
44343,33946
44344,34591
44345,34649
44346,33939
44347,33353
44348,44349
44351,35090
44352,37187
44353,41410
44354,38326
44355,35510
44356,40398
44357,37325
44359,36562
44360,44361
44362,34285
44363,44364
44365,36651
44366,33680
44367,35736
44368,37535
44369,38297
44370,36562
44371,36619
44372,34341
44373,33315
44374,35692
44375,33705
44376,35032
44377,39951
44378,33543
44379,35076
44380,37449
44381,33981
44382,35140
44383,35142
44384,33907
44385,37862
44386,34600
44387,33391
44388,36376
44389,35268
44390,35959
44391,44392
44394,33543
44395,34899
44397,35677
44398,33858
44399,35339
44400,33533
44401,37591
44403,36402
44405,35242
44407,34802
44409,42612
44411,33705
44412,33979
44413,43935
44414,39109
44415,33663
44416,40816
44417,33970
44418,44419
44420,33825
44421,34697
44423,44424
44426,41181
44428,35536
44429,34528
44430,36631
44432,33561
44433,33481
44434,43073
44436,44437
44439,37779
44440,35052
44442,34887
44443,36639
44444,41213
44445,33543
44446,44199
44447,34174
44448,44449
44450,44451
44453,34849
44455,44456
44458,35531
44459,33981
44460,34294
44461,37731
44462,35387
44463,35024
44465,44466
44468,33907
44469,41026
44470,33858
44471,33858
44472,33543
44473,37614
44474,33663
44475,34631
44476,33632
44477,33632
44478,34079
44480,35531
44481,36953
44482,35158
44483,35828
44484,44485
44486,34187
44487,33819
44488,34405
44489,39791
44491,33878
44492,33663
44493,44494
44495,35151
44496,35185
44497,33825
44498,35361
44499,35381
44500,33391
44501,44502
44504,33655
44505,33643
44506,38912
44507,35510
44508,38965
44510,36202
44511,33959
44512,35076
44513,33382
44514,33963
44515,33481
44516,35140
44517,38217
44518,34405
44519,35482
44520,36470
44521,34276
44522,42649
44523,34294
44524,35646
44525,44526
44527,44528
44529,34128
44530,34703
44531,34018
44532,36453
44533,36467
44535,34074
44536,33858
44537,35778
44538,40854
44540,35942
44541,34509
44542,34839
44543,35003
44544,44545
44546,34455
44547,35076
44548,33959
44549,39077
44550,44551
44553,44554
44556,34160
44557,33382
44558,44559
44560,34836
44561,44562
44563,44564
44565,41197
44567,39666
44568,33858
44569,44570
44572,33543
44574,34588
44575,34212
44576,44577
44578,44579
44581,34079
44582,34690
44583,44584
44586,37711
44587,44588
44589,33328
44590,43440
44591,35628
44592,36583
44594,40148
44595,37848
44596,33835
44597,33782
44598,34600
44599,34038
44600,33754
44601,35361
44602,37687
44603,40115
44604,35959
44605,35185
44606,44607
44608,33979
44609,44610
44612,34927
44613,36059
44614,34462
44615,37940
44616,44617
44618,41045
44619,37365
44621,44622
44623,39556
44624,36154
44625,33743
44626,40573
44628,34507
44629,36810
44630,44631
44632,33858
44633,34371
44634,34766
44635,34407
44636,33543
44637,39179
44640,34887
44641,34400
44642,34893
44643,34969
44644,42097
44645,37258
44646,40761
44648,35979
44650,33353
44651,34020
44652,44653
44654,34415
44655,33698
44656,37110
44658,34114
44660,33543
44662,37525
44663,33954
44664,35423
44665,33981
44666,35222
44667,34692
44668,34276
44669,36477
44671,34160
44672,33887
44673,34314
44674,42989
44676,36456
44677,34504
44678,34457
44679,34225
44680,35959
44681,44419
44682,33899
44683,33643
44684,34920
44685,35352
44686,35628
44687,44688
44689,35655
44691,33932
44692,36574
44693,38085
44694,44695
44697,36942
44699,35041
44700,44701
44702,34836
44703,35555
44704,40679
44705,35387
44706,34079
44707,37556
44708,36776
44709,34502
44710,33437
44711,33643
44712,34967
44713,37848
44714,41477
44716,44717
44718,33705
44719,44466
44720,33655
44721,33444
44722,42121
44724,44725
44726,44727
44729,34703
44730,34988
44731,34646
44732,35404
44733,36909
44734,33391
44735,41252
44737,44738
44740,36562
44742,34189
44743,34495
44744,35317
44745,34729
44746,35311
44747,33663
44748,34079
44749,36127
44750,35832
44752,39898
44753,35677
44754,33682
44755,44756
44757,33772
44758,36574
44759,34036
44760,44761
44763,44764
44765,34509
44766,37177
44767,34920
44768,34072
44769,34679
44771,33981
44772,37267
44773,36945
44774,35902
44775,42092
44776,34300
44777,44778
44781,44782
44783,41635
44785,34079
44786,36352
44787,35611
44788,33807
44789,33816
44790,33543
44792,33543
44793,40113
44795,44796
44797,37252
44799,35404
44800,34038
44801,40338
44802,35665
44804,33543
44806,34960
44808,34128
44809,36677
44810,37449
44811,34790
44812,34260
44814,40672
44815,39462
44816,44817
44818,36868
44819,33512
44820,33939
44821,37666
44822,40115
44823,35738
44824,34528
44825,33646
44826,33965
44827,34449
44828,36897
44830,33981
44831,33680
44832,44833
44834,34405
44835,35484
44836,44078
44838,33858
44839,34997
44840,35073
44841,33779
44842,33508
44843,33850
44844,44845
44847,34018
44848,38276
44849,44850
44852,33399
44853,44854
44859,33961
44860,33961
44861,40113
44862,34160
44863,44864
44865,40868
44866,37192
44867,44868
44870,34009
44871,34276
44872,35569
44874,44725
44876,34116
44877,35534
44878,33814
44879,35821
44881,34326
44882,37943
44883,38192
44884,33972
44885,36619
44886,37848
44887,44888
44889,36099
44891,41003
44892,35828
44893,35029
44894,34834
44895,34405
44896,33981
44897,33543
44898,33640
44899,44900
44902,33682
44903,34498
44904,33632
44905,34766
44906,44907
44908,37986
44909,34349
44910,33632
44911,33939
44912,41620
44913,34559
44914,44915
44916,34907
44918,41685
44919,36574
44920,33878
44921,33981
44922,33543
44923,33575
44924,44925
44926,33508
44927,44928
44929,34679
44930,33463
44931,33508
44932,39340
44934,33473
44935,44936
44937,34074
44938,35187
44940,35271
44941,34230
44942,34839
44943,35034
44945,34528
44946,35526
44947,35423
44948,44949
44950,33488
44951,33543
44952,37556
44953,43421
44954,44955
44956,42753
44957,33674
44958,33643
44959,34051
44960,39119
44961,44962
44963,33356
44966,43480
44968,36551
44969,33634
44970,33745
44971,34514
44973,33797
44975,34396
44976,44977
44978,44979
44981,35482
44982,38043
44984,33433
44985,44986
44987,33814
44988,33433
44989,39951
44991,33698
44992,38032
44993,44994
44996,33643
44997,35751
44998,35044
45000,33939
45001,43577
45003,35534
45004,34740
45005,35003
45006,33543
45007,33907
45008,34887
45009,35140
45010,33907
45011,34967
45012,33850
45013,34072
45014,35542
45016,34095
45017,34166
45018,40113
45019,34823
45020,33353
45021,35959
45022,38660
45024,34606
45025,35663
45026,35677
45027,40225
45028,33632
45029,35703
45030,33961
45031,33380
45032,35052
45033,45034
45035,35278
45036,33972
45037,37610
45038,34692
45039,37610
45040,35531
45041,33924
45042,34522
45044,34076
45045,36974
45046,42522
45047,39698
45048,33911
45049,38677
45050,34511
45051,33682
45052,34291
45053,34385
45055,37323
45056,35717
45057,33272
45058,42163
45059,41401
45060,45061
45064,34834
45065,33959
45066,34009
45067,45068
45069,33543
45070,33745
45071,34453
45072,45073
45075,33965
45076,33611
45077,34520
45078,33543
45080,45081
45083,40113
45084,33981
45085,38244
45086,36056
45087,40723
45088,34098
45089,33543
45091,34600
45092,45093
45095,34143
45096,33640
45097,34667
45098,34079
45099,36520
45101,33705
45102,33981
45103,34260
45105,36319
45106,45107
45108,34772
45109,33435
