personID,personRollup1,personRollup2,personRollup3,personBusinessTitleDetail,personJobCode,personCompany,personJobFamily
48124,2,3,4,8,33309,33296,11
48126,2,33265,4,8,33268,33269,33270
48127,2,3,4,8,33275,33455,11
48128,33283,34490,33285,8,33270,34493,33587
48130,2,3,4,8,33275,33269,11
48131,2,33265,4,8,33268,33269,33270
48132,33283,34193,33285,8,33289,33504,11
48134,33521,33544,33523,8,33268,33290,33270
48135,2,33265,4,8,33268,33269,33270
48136,33283,34411,33285,8,33431,33422,33604
48137,2,3,4,8,33275,33455,11
48138,33283,34193,33285,8,33309,33504,33968
48140,2,33265,4,8,33268,33439,33270
48141,2,33265,4,8,33268,33296,33270
48143,33521,33544,33523,8,33268,33290,33270
48144,33521,33544,33523,8,33268,33290,33270
48145,33283,34432,33285,8,33289,33290,34435
48148,2,34181,4,8,9,33904,33712
48149,33416,33689,33418,8,33268,33617,33270
48150,33316,33385,33317,8,33268,33290,33270
48153,2,33365,4,8,33368,33408,33370
48154,2,33265,4,8,33268,33296,33270
48155,2,33265,4,8,33268,33269,33270
48156,2,33265,4,8,33268,33269,33270
48157,2,33265,4,8,33268,33269,33270
48158,2,3,4,8,33275,33269,11
48159,33283,33284,33285,8,33289,33290,33430
48160,2,3,4,8,33275,33313,11
48161,33426,33621,33428,8,33431,33290,33430
48162,2,3,4,8,33309,33296,11
48163,2,3,4,8,33275,33313,11
48164,35025,33265,35026,8,33268,33290,33270
48165,2,3,4,8,33275,33313,11
48166,2,33265,4,8,33268,33313,33270
48167,2,33265,4,8,33268,33455,33270
48168,2,3,4,8,33275,10,11
48169,2,33265,4,8,33268,33296,33270
48170,2,33265,4,8,33268,33296,33270
48171,2,3,4,8,33275,33313,11
48172,2,33265,4,8,33268,33455,33270
48173,2,33265,4,8,33268,33455,33270
48174,2,33265,4,8,33268,33296,33270
48175,2,33265,4,8,33268,33439,33270
48176,33416,34279,33418,8,33431,33290,33461
48177,2,3,4,8,33309,33269,11
48178,2,3,4,8,33275,33570,11
48179,33316,33265,33317,8,33268,34999,33270
48180,33283,33284,33285,8,33431,33290,600
48182,33339,35884,33341,8,33431,35275,35276
48184,33316,33265,33317,8,33268,33320,33270
48185,2,33265,4,8,33268,33296,33270
48186,2,33265,4,8,33268,33296,33270
48187,2,3,4,8,33275,33570,11
48188,2,3,4,8,33289,33313,33403
48189,33521,33544,33523,8,33268,33290,33270
48190,2,33365,4,8,33309,33369,33370
48192,2,33265,4,8,33268,33313,33270
48193,33283,34432,33285,8,33289,33290,33430
48194,2,3,4,8,33275,33296,11
48195,2,33265,4,8,33268,33439,33270
48197,34046,34047,34048,8,33431,33290,34046
48199,2,3,4,8,33275,33313,11
48200,33416,34279,33418,8,33431,33290,600
48201,33521,34012,33523,8,33326,33290,33526
48202,33316,33265,33317,8,33268,33320,33270
48203,33416,33614,33418,8,33431,33617,33618
48205,33521,35659,33523,8,33431,33290,33526
48208,2,33265,4,8,33268,33313,33270
48209,2,3,4,8,33275,33296,11
48210,33416,34542,33418,8,33345,33422,33526
48211,2,33265,4,8,33268,33269,33270
48212,2,33265,4,8,33268,33455,33270
48213,33299,33601,33301,8,9,33290,33604
48216,33416,33689,33418,8,33289,33290,33423
48218,33283,33284,33285,8,9,33422,33347
48219,33339,35215,33341,8,33268,35218,33270
48220,2,3,4,8,33275,33313,11
48221,2,3,4,8,33275,33276,11
48222,33299,33601,33301,8,33431,33290,33863
48224,2,3,4,8,33275,33570,11
48225,33316,34256,33317,8,9,33388,33430
48226,2,33265,4,8,33268,33296,33270
48227,2,33265,4,8,33268,33290,33270
48228,33299,33866,33301,8,9,33290,33430
48229,2,3,4,8,33275,33313,11
48231,33316,34256,33317,8,33289,33290,33450
48232,33416,33614,33418,8,33289,33617,33618
48234,33416,33529,33418,8,33326,33290,33362
48237,33357,37994,33359,8,33326,33290,33461
48239,2,3,4,8,33275,33269,11
48240,33316,33385,33317,8,9,33320,33863
48241,2,33265,4,8,33268,33455,33270
48242,2,34012,4,8,33289,33276,33526
48244,2,33265,4,8,33268,33269,33270
48245,33521,33544,33523,8,33268,33290,33270
48246,2,3,4,8,33275,33296,11
48247,2,33265,4,8,33268,33313,33270
48248,2,33265,4,8,33268,33269,33270
48249,2,3,4,8,33275,33313,11
48250,33316,34024,33317,8,33431,33290,33461
48252,33283,33323,33285,8,9,33422,33430
48253,2,34610,4,8,33326,33904,11
48255,2,3,4,8,33275,33269,11
48256,2,33265,4,8,33268,33296,33270
48258,33299,33395,33301,8,33289,33290,33657
48259,2,3,4,8,33309,33269,11
48261,33283,33584,33285,8,33270,33586,33587
48263,33283,33265,33285,8,33268,33422,33270
48264,33316,34024,33317,8,33326,33290,33430
48266,2,33265,4,8,33268,33296,33270
48267,2,33265,4,8,33268,33296,33270
48268,2,3,4,8,9,33313,11
48269,33357,33458,33359,8,33289,33290,600
48272,33521,34861,33523,8,33345,33290,33526
48273,33347,48274,33502,8,33345,33290,33347
48276,2,33265,4,8,33268,33313,33270
48277,33521,33544,33523,8,33268,33290,33270
48279,2,3,4,8,33289,33296,33403
48281,33521,33544,33523,8,33268,33290,33270
48282,2,3,4,8,33275,33313,11
48283,33521,33544,33523,8,33268,33290,33270
48284,33521,34012,33523,8,9,33290,33430
48285,33283,33323,33285,8,9,33290,33291
48287,33283,33885,33285,8,9,33290,33291
48289,2,33265,4,8,33268,33296,33270
48291,2,33265,4,8,33268,33296,33270
48292,2,33265,4,8,33268,33296,33270
48293,2,3,4,8,33275,33313,11
48295,33283,33284,33285,8,33289,33290,33450
48297,33299,34471,33301,8,33289,33290,33430
48299,2,33265,4,8,33268,33296,33270
48300,2,3,4,8,33309,33313,11
48301,2,33265,4,8,33268,33296,33270
48303,2,33265,4,8,33268,33296,33270
48304,2,3,4,8,33309,10,11
48306,2,3,4,8,33275,33313,11
48307,2,33265,4,8,33268,33296,33270
48308,2,33265,4,8,33268,33269,33270
48309,2,33265,4,8,33268,33313,33270
48310,33416,33529,33418,8,9,33290,33430
48311,33416,33689,33418,8,9,33422,33430
48314,2,33265,4,8,33268,33313,33270
48315,2,3,4,8,33275,33313,11
48316,33283,33284,33285,34912,9,34913,33423
48319,2,33265,4,8,33268,33313,33270
48320,2,33265,4,8,33268,33296,33270
48321,2,33265,4,8,33268,33296,33270
48322,2,3,4,8,9,33269,11
48323,2,3,4,8,33275,33570,11
48324,2,33265,4,8,33268,33296,33270
48325,33521,33544,33523,8,33268,33290,33270
48326,2,33265,4,8,33268,33455,33270
48327,2,33730,4,8,33289,33313,33657
48329,2,33265,4,8,33268,33269,33270
48330,2,3,4,8,33275,33313,11
48331,33521,33544,33523,8,33268,33290,33270
48333,2,33730,4,8,9,33904,33423
48335,2,33365,4,8,33368,33369,33370
48336,2,33265,4,8,33268,33296,33270
48337,2,33265,4,8,33268,33313,33270
48338,33283,33447,33285,8,33289,33290,33430
48340,33416,33689,33418,8,9,33290,33430
48341,2,33265,4,8,33268,33296,33270
48342,2,3,4,8,33275,33313,11
48343,2,3,4,8,33275,33296,11
48344,2,3,4,8,33309,10,33403
48345,2,33265,4,8,33268,33296,33270
48346,2,33730,4,8,9,33290,33430
48347,2,3,4,8,33275,33296,11
48348,2,33265,4,8,33268,33296,33270
48349,33316,34256,33317,8,33289,33388,33450
48350,2,3,4,8,33431,33296,33678
48352,2,33265,4,8,33268,33455,33270
48353,2,33265,4,8,33268,33455,33270
48354,33316,34024,33317,8,33289,33290,33430
48355,2,33365,4,8,33368,33369,33370
48356,33299,33601,33301,8,33289,33290,33430
48357,2,3,4,8,33275,33313,11
48358,2,33265,4,8,33268,33296,33270
48359,33521,33265,33523,8,33268,33290,33270
48361,2,3,4,8,33275,33269,11
48362,2,3,4,8,33309,33269,11
48363,2,33265,4,8,33268,33313,33270
48364,33521,33544,33523,8,33268,33290,33270
48365,2,33265,4,8,33268,33313,33270
48366,33521,33544,33523,8,33268,33290,33270
48368,2,3,4,8,33275,33276,11
48369,2,3,4,8,33275,33296,11
48370,33347,43529,33502,8,33345,33290,33347
48373,2,3,4,8,33275,33313,11
48374,2,3,4,8,33309,33455,11
48375,2,33365,4,8,33309,33408,33370
48376,2,33265,4,8,33268,33296,33270
48377,2,3,4,8,33275,33313,11
48378,2,3,4,8,33275,33313,11
48379,33416,33417,33418,33421,9,33422,34545
48381,2,3,4,8,33275,33296,11
48382,2,3,4,8,33275,33313,11
48383,2,33265,4,8,33268,33296,33270
48384,2,34181,4,8,33431,33313,33423
48386,2,33265,4,8,33268,33313,33270
48387,2,3,4,8,33275,33313,11
48388,33416,33265,33418,8,33268,34210,33270
48389,2,33265,4,8,33268,33296,33270
48390,2,33265,4,8,33268,33296,33270
48391,2,3,4,8,33275,33455,11
48392,2,3,4,8,33275,10,11
48393,2,3,4,8,33275,33269,11
48394,33416,33265,33418,8,33268,33422,33270
48395,2,33265,4,8,33268,33296,33270
48396,2,33265,4,8,33268,33269,33270
48397,2,33265,4,8,33268,33296,33270
48398,2,3,4,8,33275,33313,11
48399,2,3,4,8,33275,33313,11
48400,33299,33790,33301,8,33289,33290,33430
48401,33339,34566,33341,8,9,33290,33430
48402,2,3,4,8,33309,33296,11
48403,2,3,4,8,33275,33313,11
48404,33347,34597,33502,8,33289,33290,33347
48405,33283,33447,33285,8,33431,33290,33430
48406,2,3,4,8,33309,33313,11
48407,2,33365,4,8,33368,33408,33370
48408,2,33265,4,8,33268,33313,33270
48409,2,33265,4,8,33268,33269,33270
48410,33299,33601,33301,8,9,33290,33430
48412,2,33265,4,8,33268,33313,33270
48413,33316,34256,33317,8,9,33290,33461
48414,33521,33544,33523,8,33268,33290,33270
48415,2,33265,4,8,33268,33408,33270
48417,2,33265,4,8,33268,33296,33270
48418,2,3,4,8,33275,33570,11
48419,2,34181,4,8,33289,33904,33430
48420,2,3,4,8,33275,33276,11
48421,2,3,4,8,33275,33455,11
48422,2,33730,4,8,33289,33904,33430
48424,2,33265,4,8,33268,33269,33270
48425,2,3,4,8,33309,33313,11
48426,2,3,4,8,33275,33296,11
48427,33416,35962,33418,33777,33431,33290,33604
48429,2,33265,4,8,33268,33455,33270
48430,2,33265,4,8,33268,33269,33270
48431,2,3,4,8,33309,33269,11
48433,33316,33385,33317,8,33431,33290,33604
48435,2,3,4,8,33275,33269,11
48436,33316,34024,33317,8,9,33388,33430
48437,33283,33584,33285,48440,9,33290,33291
48441,2,3,4,8,33275,10,11
48442,2,33768,4,8,33289,10,33347
48443,33416,33265,33418,8,33268,34210,33270
48445,33339,35272,33341,8,33289,35275,35276
48446,33416,33748,33418,8,33309,33752,11
48447,2,33265,4,8,33268,33296,33270
48448,2,33265,4,8,33268,33455,33270
48449,2,3,4,8,33275,33570,11
48450,33283,33447,33285,8,9,33455,34553
48452,2,3,4,8,33275,33455,11
48453,2,3,4,8,33275,10,11
48454,2,3,4,8,33275,33296,11
48455,33521,36927,33523,8,33345,33290,33526
48456,33426,33927,33428,8,33309,33844,33930
48457,33316,34024,33317,8,9,33388,33430
48458,33426,33853,33428,8,9,40548,33968
48459,2,33265,4,8,33268,33269,33270
48460,2,33265,4,8,33268,33455,33270
48461,2,3,4,8,33275,33313,11
48462,2,3,4,8,33275,33269,11
48463,2,3,4,8,9,10,11
48464,2,3,4,8,33275,33313,11
48465,2,33265,4,8,33268,33269,33270
48466,33426,33621,33428,8,9,33290,33430
48467,2,3,4,8,33275,33313,11
48468,33283,34193,33285,8,33326,39197,33291
48470,33416,33265,33418,8,33268,34210,33270
48471,2,3,4,8,33275,33570,11
48472,33316,33265,33317,8,33268,33320,33270
48473,2,33265,4,8,33268,33455,33270
48474,33416,33689,33418,8,33326,33422,33430
48476,2,33365,4,8,33309,33369,33370
48477,33521,33544,33523,8,33268,33290,33270
48479,2,3,4,8,33275,33313,11
48480,2,33265,4,8,33268,33313,33270
48481,2,33265,4,8,33268,33296,33270
48482,33339,35215,33341,35217,33289,35218,33430
48484,2,3,4,8,33275,33313,11
48485,33316,33265,33317,8,33268,33320,33270
48486,2,3,4,8,33275,33455,11
48487,2,33265,4,8,33268,33296,33270
48488,33283,33265,33285,8,33268,33439,33270
48490,33521,33544,33523,8,33268,33290,33270
48491,33316,33385,33317,8,33326,33290,33430
48492,33416,33748,33418,8,33275,33752,11
48493,33283,40171,33285,8,33431,33290,33291
48495,2,3,4,8,33275,33455,11
48496,2,33265,4,8,33268,33296,33270
48497,2,3,4,8,33275,33313,11
48498,2,3,4,8,33275,33570,11
48500,2,33265,4,8,33268,33269,33270
48501,2,3,4,8,33275,33313,11
48502,2,33265,4,8,33268,33269,33270
48503,2,3,4,8,33275,33296,11
48504,33283,34572,33285,8,33431,33290,33291
48506,33316,34256,33317,8,33289,33388,33930
48507,2,33365,4,8,33309,33369,33370
48508,2,3,4,8,33275,33276,11
48509,2,33730,4,8,33431,33290,33430
48510,2,33265,4,8,33268,33313,33270
48511,33283,33284,33285,8,33345,33422,33430
48513,33283,33447,33285,8,33431,33290,33430
48515,2,33265,4,8,33268,33296,33270
48516,2,33265,4,8,33268,33296,33270
48517,2,33265,4,8,33268,33313,33270
48518,2,33265,4,8,33268,33313,33270
48519,2,3,4,8,33275,33276,11
48520,2,33265,4,8,33268,33313,33270
48521,2,3,4,8,33275,33313,11
48522,2,3,4,8,33275,33313,11
48523,2,3,4,8,33275,33570,11
48524,2,33265,4,8,33268,33296,33270
48525,33521,33544,33523,8,33268,33290,33270
48526,2,33265,4,8,33268,33439,33270
48529,2,3,4,8,33275,33296,11
48530,2,3,4,8,33275,33269,11
48531,2,3,4,8,33275,33455,11
48532,2,3,4,8,33275,33570,11
48533,2,33265,4,8,33268,33296,33270
48534,33521,36087,33523,8,33431,33290,33526
48535,33283,33584,33285,8,33270,33586,33587
48538,33283,33975,33285,8,33431,33976,33423
48539,2,3,4,8,33275,33439,11
48540,33283,33265,33285,8,33268,38290,33270
48543,2,33265,4,8,33268,33276,33270
48544,2,33265,4,8,33268,33313,33270
48545,2,3,4,8,33309,10,33712
48546,2,3,4,8,33275,33269,11
48547,34046,34047,34048,8,33431,33290,34046
48550,2,33265,4,8,33268,10,33270
48551,33521,33544,33523,8,33268,33290,33270
48552,2,33265,4,8,33268,33330,33270
48553,2,3,4,8,33275,33296,11
48554,33521,33544,33523,8,33268,33290,33270
48555,33426,33853,33428,8,9,33290,33968
48557,33316,33385,33317,8,33268,33320,33270
48558,2,34181,4,8,9,33904,33423
48560,33416,33614,33418,8,33431,33617,33618
48562,2,3,4,8,33275,33296,11
48563,2,3,4,8,33275,33269,11
48564,33416,33529,33418,8,33431,33290,33833
48565,33339,33895,33341,33344,33289,33346,33430
48569,33316,33265,33317,8,33268,33320,33270
48570,2,33265,4,8,33268,33296,33270
48571,33426,33675,33428,8,9,33290,33678
48573,33316,33385,33317,8,33431,33290,34545
48574,2,3,4,8,33275,33313,11
48575,2,33265,4,8,33268,33296,33270
48576,33299,33601,33301,8,9,33290,33430
48577,2,33265,4,8,33268,33269,33270
48578,33283,33323,33285,33777,33289,33290,33430
48580,2,3,4,8,33275,33313,11
48581,2,3,4,8,33275,33455,11
48582,33283,34490,33285,8,33270,34493,33587
48583,2,3,4,8,33309,33455,11
48584,2,3,4,8,33275,33439,11
48585,33426,35335,33428,8,33289,33290,33430
48586,2,3,4,8,33289,33276,33403
48587,2,33365,4,8,33309,33408,33370
48588,2,33265,4,8,33268,33296,33270
48589,2,33265,4,8,33268,33455,33270
48590,33283,33284,33285,8,9,33290,33604
48591,33283,36963,33285,8,33431,33290,33291
48592,2,3,4,8,33309,33269,11
48593,33299,33866,33301,8,33326,33290,33430
48594,2,3,4,8,33275,33570,11
48595,33299,34471,33301,8,33289,33290,33430
48596,2,3,4,8,33309,33313,11
48597,33347,37549,33502,8,34576,33290,40072
48599,2,3,4,8,33275,33439,11
48600,2,3,4,8,33275,33313,11
48601,2,33265,4,8,33268,10,33270
48602,2,3,4,8,33275,33313,11
48604,2,3,4,8,33275,33313,11
48605,33521,33265,33523,8,33268,33290,33270
48606,33316,34024,33317,8,9,33290,33430
48607,2,33365,4,8,33289,33290,33712
48609,33299,33395,33301,8,33268,33290,33270
48610,2,3,4,8,33275,33313,11
48611,2,3,4,8,33275,33276,11
48612,2,33365,4,8,33368,33408,33968
48613,2,3,4,8,33275,33296,11
48614,2,33265,4,8,33268,33269,33270
48615,2,33265,4,8,33268,33269,33270
48616,2,33265,4,8,33268,33276,33270
48617,2,33365,4,8,33368,33408,33370
48618,33316,33265,33317,8,33268,33320,33270
48619,2,33265,4,8,33268,33313,33270
48621,2,3,4,8,33309,33296,11
48622,33283,33447,33285,8,34576,33290,34613
48626,2,3,4,8,9,33455,11
48627,2,3,4,8,33275,33269,11
48628,33521,33544,33523,8,33268,33290,33270
48629,2,33365,4,8,33289,33904,33430
48630,2,33265,4,8,33268,33296,33270
48631,2,33265,4,8,33268,33269,33270
48632,2,33265,4,8,33268,33296,33270
48633,2,33730,4,8,9,33290,33430
48634,33521,33544,33523,8,33268,33290,33270
48635,33426,33427,33428,8,33326,33290,33430
48636,2,3,4,8,33275,33269,11
48637,2,33265,4,8,33268,33296,33270
48638,2,3,4,8,33275,33455,11
48639,2,3,4,8,33275,33313,11
48640,2,33365,4,8,33368,33369,33370
48641,2,3,4,8,33275,33455,11
48642,2,33265,4,8,33268,33269,33270
48643,2,33265,4,8,33268,33296,33270
48644,33299,33265,33301,8,33268,33290,33270
48645,2,33265,4,8,33268,33313,33270
48646,33316,33265,33317,8,33268,33320,33270
48647,33416,33614,33418,8,9,33617,33618
48649,33426,33265,33428,8,33268,33290,33270
48650,33426,33265,33428,8,33268,33290,33270
48652,2,3,4,8,33275,33269,11
48653,2,3,4,8,33275,33570,11
48654,33521,33544,33523,8,33268,33290,33270
48655,33316,33265,33317,8,33268,33320,33270
48656,33416,33689,33418,8,33268,33617,33270
48658,2,33365,4,8,33368,33369,33370
48659,2,33265,4,8,33268,33296,33270
48660,2,33265,4,8,33268,33269,33270
48661,33521,33544,33523,8,33268,33290,33270
48663,33316,33385,33317,8,33268,33290,33270
48664,33339,34566,33341,8,9,33290,33430
48665,2,3,4,8,33275,33269,11
48666,2,33265,4,8,33268,33296,33270
48667,2,3,4,8,33275,33269,11
48668,33416,33265,33418,8,33268,33617,33270
48669,33426,33927,33428,8,33309,33844,33930
48671,2,33265,4,8,33268,33296,33270
48672,2,3,4,8,33275,33313,11
48673,2,33265,4,8,33268,33296,33270
48674,2,3,4,8,33275,33455,11
48675,2,3,4,8,33275,33296,11
48676,2,3,4,8,33275,33455,11
48677,33521,33544,33523,8,33268,33290,33270
48678,2,3,4,8,33275,33296,11
48679,2,3,4,8,33275,33313,11
48680,2,3,4,8,33275,33276,11
48681,33316,34024,33317,8,9,33290,33430
48682,2,33265,4,8,33268,33313,33270
48683,33521,33544,33523,8,33268,33290,33270
48684,2,3,4,8,33275,33296,11
48685,2,3,4,8,33275,33313,11
48686,2,3,4,8,33275,33455,11
48687,2,3,4,8,33275,33455,11
48688,33316,34024,33317,8,9,33290,33430
48689,2,3,4,8,33275,33455,11
48690,33283,33284,33285,33538,33431,33290,35276
48692,33339,34566,33341,8,9,33290,33604
48693,2,3,4,8,33275,33313,11
48694,33521,33265,33523,8,33268,33290,33270
48696,2,33265,4,8,33268,10,33270
48697,33283,33284,33285,8,33431,33290,33461
48699,33316,33265,33317,8,33268,33290,33270
48700,2,33365,4,8,33368,33408,33370
48701,33283,36494,33285,44965,33345,33290,34577
48703,2,3,4,8,33309,33276,11
48704,2,33265,4,8,33268,33296,33270
48705,2,33265,4,8,33268,33269,33270
48706,2,33265,4,8,33268,33439,33270
48707,2,3,4,8,33309,33269,11
48708,2,33265,4,8,33268,33313,33270
48709,2,3,4,8,33275,33439,11
48710,2,33265,4,8,33268,33455,33270
48711,2,3,4,8,33275,33269,11
48712,2,33265,4,8,33268,33296,33270
48713,2,33768,4,8,33289,10,33347
48715,33316,34024,33317,8,33289,33388,33430
48716,2,33265,4,8,33268,33455,33270
48717,34046,34047,34048,8,33289,33290,34046
48719,33283,33885,33285,8,33275,33330,11
48720,33416,34207,33418,8,33275,34210,11
48721,33316,33385,33317,8,33289,33290,33450
48722,33416,33476,33418,33421,33345,33422,600
48724,33416,33265,33418,8,33268,33422,33270
48725,2,3,4,8,33275,33269,11
48726,2,33265,4,8,33268,33296,33270
48727,2,3,4,8,33275,33570,11
48728,2,33265,4,8,33268,33296,33270
48729,33416,33265,33418,8,33268,34210,33270
48730,2,3,4,8,33275,33455,11
48731,33416,33529,33418,8,9,33290,33291
48733,33357,33458,33359,8,33326,33290,600
48735,33426,33427,33428,8,33289,33290,33430
48736,33357,33458,33359,8,33289,33290,33430
48737,2,33365,4,8,33368,33369,33370
48738,2,3,4,8,33275,33313,11
48739,2,33265,4,8,33268,33313,33270
48741,2,33265,4,8,33268,33455,33270
48742,33426,33927,33428,8,9,33290,33423
48743,33416,34542,33418,8,9,33422,33347
48745,33426,33853,33428,8,9,33290,33968
48746,2,33265,4,8,33268,33296,33270
48747,2,3,4,8,33275,33296,11
48748,2,33265,4,8,33268,33296,33270
48749,2,33265,4,8,33268,33269,33270
48750,2,33768,4,8,33289,33290,33347
48753,2,33365,4,8,33368,33408,33370
48754,2,33265,4,8,33268,33313,33270
48755,33521,33544,33523,8,33268,33290,33270
48756,2,33265,4,8,33268,33296,33270
48757,33521,34787,33523,8,33431,33290,33526
48758,2,3,4,8,33289,33313,33403
48759,2,3,4,8,33275,33296,11
48760,33357,33458,33359,8,33431,33290,33430
48763,2,33265,4,8,33268,33296,33270
48764,2,3,4,8,33275,33313,11
48765,33521,33544,33523,8,33268,33290,33270
48766,2,3,4,8,33289,33455,33628
48767,2,3,4,8,33275,33313,11
48768,2,33265,4,8,33268,33269,33270
48769,2,3,4,8,33275,33313,11
48770,33416,33417,33418,8,33431,33422,33423
48772,33426,33427,33428,8,33268,33290,33270
48775,35025,33265,35026,8,33268,33290,33270
48776,33316,34024,33317,8,33289,33290,33430
48777,2,33265,4,8,33268,33455,33270
48778,33521,33544,33523,8,33268,33290,33270
48779,33416,34542,33418,8,33431,33422,33430
48782,2,33265,4,8,33268,33296,33270
48783,2,3,4,8,33275,33296,11
48784,33416,34542,33418,33421,33431,33422,34545
48786,2,3,4,8,33289,33296,11
48788,33339,36136,33341,8,9,35218,33595
48789,33521,33544,33523,8,33268,33290,33270
48790,2,33265,4,8,33268,33455,33270
48791,2,33265,4,8,33268,33296,33270
48792,33339,34566,33341,8,9,33290,33430
48793,2,3,4,8,33275,33276,11
48794,33521,35427,33523,8,33326,33290,33526
48796,33316,34256,33317,8,33431,33290,33595
48799,2,3,4,8,33275,33313,11
48800,2,33730,4,8,9,33904,33423
48802,2,3,4,8,33275,33455,11
48803,33316,33265,33317,8,33268,33290,33270
48804,33316,33265,33317,8,33268,33320,33270
48806,2,3,4,8,33309,33313,11
48807,2,33265,4,8,33268,33455,33270
48808,2,3,4,8,33275,33313,11
48809,2,33265,4,8,33268,33269,33270
48810,2,33265,4,8,33268,33296,33270
48811,33316,33265,33317,8,33268,33290,33270
48812,2,33265,4,8,33268,33296,33270
48813,2,33265,4,8,33268,33269,33270
48814,2,33265,4,8,33268,33313,33270
48815,33299,33601,33301,8,9,33290,33430
48816,33426,33675,33428,8,9,33290,33430
48817,2,3,4,8,33309,33313,11
48818,2,33365,4,8,33368,33369,33370
48819,2,33265,4,8,33268,33296,33270
48820,2,33365,4,8,33368,33408,33370
48821,33316,33385,33317,8,9,33290,33389
48822,2,33265,4,8,33268,33269,33270
48823,33283,34193,33285,8,33289,39197,33595
48826,2,3,4,8,33275,33313,11
48827,2,33265,4,8,33268,33455,33270
48828,33283,35227,33285,34572,9,33290,33712
48829,33521,33544,33523,8,33268,33290,33270
48830,2,33265,4,8,33268,33269,33270
48831,2,3,4,8,33275,33455,11
48832,2,33265,4,8,33268,33455,33270
48833,2,33365,4,34005,33368,33408,33968
48834,2,33265,4,8,33268,33269,33270
48835,2,33265,4,8,33268,33296,33270
48836,33521,33544,33523,8,33268,33290,33270
48838,2,33265,4,8,33268,33269,33270
48839,2,33265,4,8,33268,33296,33270
48840,2,33265,4,8,33268,33296,33270
48841,2,3,4,8,33275,33455,11
48842,33426,35335,33428,8,9,33290,33604
48844,2,3,4,8,33275,33296,11
48845,2,3,4,8,33275,33313,11
48846,2,3,4,8,33275,33455,11
48847,2,3,4,8,33275,33269,11
48848,2,3,4,8,33275,33313,11
48849,33283,34193,33285,8,9,38956,33595
48851,2,33365,4,8,33309,33408,33370
48852,2,3,4,8,33275,33570,11
48853,2,3,4,8,33275,33313,11
48854,2,33265,4,8,33268,33296,33270
48855,2,3,4,8,33275,10,11
48856,2,33265,4,8,33268,33296,33270
48857,33521,33625,33523,8,33345,33290,33526
48859,2,33265,4,8,33268,33269,33270
48860,2,3,4,8,33275,33296,11
48861,33426,33675,33428,8,33431,33290,33905
48863,33283,34432,33285,8,9,33290,33430
48864,2,3,4,8,33275,33296,11
48865,2,3,4,8,33275,33296,11
48866,2,33265,4,8,33268,33296,33270
48867,33426,33675,33428,8,33431,33290,33423
48868,2,3,4,8,33275,33313,11
48869,2,33265,4,8,33268,33455,33270
48870,33316,34024,33317,8,33326,33290,33430
48872,33283,34193,33285,8,33275,33504,11
48873,2,33265,4,8,33268,33296,33270
48874,34046,34047,34048,8,33326,33290,34046
48877,2,33365,4,8,33368,33408,33370
48879,2,33265,4,8,33268,33296,33270
48880,2,33265,4,8,33268,33296,33270
48881,33357,33458,33359,8,33326,33290,600
48884,2,33365,4,8,33368,33369,33370
48885,2,33265,4,8,33268,33313,33270
48886,33316,33385,33317,8,33268,33290,33270
48887,2,33265,4,8,33268,33313,33270
48889,2,3,4,8,33275,33313,11
48890,2,3,4,8,33431,33904,33423
48892,2,33265,4,8,33268,33313,33270
48893,2,33265,4,8,33268,33296,33270
48894,2,33365,4,8,33309,33408,33370
48895,2,3,4,8,33275,33570,11
48896,33316,33385,33317,8,33268,33290,33270
48898,33416,33689,33418,8,33289,33290,33430
48899,2,3,4,8,33275,33455,11
48900,2,33265,4,8,33268,33296,33270
48901,2,3,4,8,33289,33313,33712
48904,2,33265,4,8,33268,10,33270
48905,33347,36118,33502,8,33431,33290,33347
48907,2,3,4,8,33275,33296,11
48908,33316,34024,33317,8,9,33290,33430
48909,2,33365,4,8,33309,33408,33370
48910,2,33265,4,8,33268,33269,33270
48911,33426,33427,33428,8,9,33290,33430
48912,33521,34861,33523,8,33431,33290,33526
48914,2,33265,4,8,33268,33269,33270
48915,2,33265,4,8,33268,33296,33270
48916,2,33265,4,8,33268,33313,33270
48917,2,33265,4,8,33268,33455,33270
48918,2,33265,4,8,33268,33269,33270
48919,2,33265,4,8,33268,33313,33270
48920,2,3,4,8,33275,33269,11
48921,33521,33544,33523,8,33268,33290,33270
48922,2,33265,4,8,33268,33269,33270
48923,2,3,4,8,33275,33313,11
48924,33316,33385,33317,8,33431,33290,33389
48926,2,3,4,8,33275,33313,11
48927,33299,33395,33301,8,33431,33290,33430
48928,2,33265,4,8,33268,33313,33270
48930,2,3,4,8,33275,33313,11
48932,2,33265,4,8,33268,33439,33270
48933,2,3,4,8,33275,33313,11
48934,2,33265,4,8,33268,33455,33270
48935,33283,33284,33285,8,9,33290,33430
48936,2,3,4,8,33275,33269,11
48937,2,33265,4,8,33268,33296,33270
48938,2,3,4,8,33275,33296,11
48939,2,3,4,8,33275,33313,11
48940,33283,33358,33285,8,33431,33290,33347
48942,2,33365,4,8,33368,33369,33370
48943,33283,33284,33285,8,33289,33290,33430
48945,2,33265,4,8,33268,33296,33270
48946,2,3,4,8,33275,33269,11
48947,2,3,4,8,33275,33296,11
48948,2,3,4,8,33275,33455,11
48949,2,3,4,8,33275,33296,11
48950,33283,33284,33285,8,33431,33290,33291
